,ï»¿id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1851,20228801.0,20200000000000.0,9080666,30,12,37,37.71658,-122.45016,5,3.0,4.0,4.0,185.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,249,4,0,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,6,6,0,0,0.07
1864,20335923.0,20200000000000.0,10624127,0,18,75,37.79234,-122.41965,1,5.0,1.0,1.0,47.0,365,450,365.0,365.0,450.0,450.0,365.0,450.0,0,0,0,0,2,0,0,4.5,5.0,4.5,4.5,5.0,5.0,5.0,5,0,5,0,0.03
1868,19546859.0,20200000000000.0,27123550,93,12,26,37.7348,-122.38851,2,2.0,1.0,1.0,68.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,27,116,15,4,0,4.47,4.6,4.13,4.6,4.67,3.93,4.47,5,0,5,0,0.22
1874,20367610.0,20200000000000.0,35433848,100,1,6,37.74727,-122.47896,2,2.0,1.0,2.0,40.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,28,57,57,87,3,0,4.84,4.77,4.82,4.91,4.92,4.67,4.72,1,0,1,0,1.29
1877,20408951.0,20200000000000.0,145546453,0,1,1,37.80435,-122.41877,4,2.0,2.0,2.0,514.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.07
1880,18753198.0,20200000000000.0,130467604,100,1,1,37.74966,-122.43774,6,3.0,4.0,4.0,995.0,4,28,4.0,4.0,1125.0,1125.0,4.0,1125.0,20,36,66,196,45,11,0,5.0,4.94,5.0,4.94,5.0,5.0,4.65,1,1,0,0,0.65
1882,19564659.0,20200000000000.0,3816497,100,2,2,37.75138,-122.41016,5,2.0,3.0,3.0,300.0,4,14,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,7,13,2,0,4.92,5.0,4.92,5.0,4.92,5.0,4.58,2,1,1,0,0.19
1884,19588004.0,20200000000000.0,988375,94,19,31,37.78449,-122.48855,5,2.0,3.0,3.0,450.0,3,21,3.0,3.0,21.0,21.0,3.0,21.0,0,0,0,0,21,5,0,4.95,5.0,4.95,4.95,4.95,4.9,4.9,14,14,0,0,0.33
1890,20460402.0,20200000000000.0,1626997,100,1,3,37.71536,-122.43554,6,2.0,3.0,3.0,185.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,163,27,2,0,4.89,4.96,4.89,5.0,4.96,4.48,4.85,1,1,0,0,0.4
1899,19721472.0,20200000000000.0,118373919,0,1,1,37.73878,-122.47212,8,3.0,3.0,4.0,390.0,3,15,3.0,3.0,15.0,15.0,3.0,15.0,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05
1900,20500854.0,20200000000000.0,12878539,100,1,1,37.73595,-122.43006,4,2.0,2.0,2.0,225.0,4,14,4.0,4.0,1125.0,1125.0,4.0,1125.0,4,8,8,12,29,3,0,5.0,4.97,4.93,5.0,5.0,4.83,4.86,1,1,0,0,0.43
1912,19828873.0,20200000000000.0,8109604,100,1,3,37.75305,-122.39995,6,2.0,3.0,4.0,490.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,10,4,0,4.89,4.89,4.67,5.0,5.0,4.44,4.67,1,1,0,0,0.15
1914,19829271.0,20200000000000.0,40426550,33,4,4,37.71097,-122.44786,6,2.0,3.0,3.0,200.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,3,0,0,3.0,3.33,2.33,4.67,4.67,3.33,2.67,4,1,3,0,0.05
1917,18794629.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,4,6.0,1.0,4.0,90.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,60,0,0,4.8,4.8,4.5,4.83,4.85,4.91,4.78,43,0,16,26,0.86
1930,20608608.0,20200000000000.0,13615078,0,1,2,37.7353,-122.43792,6,2.0,3.0,4.0,250.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,263,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,1,1,0,0,0.03
1931,20663782.0,20200000000000.0,18197535,86,1,2,37.80077,-122.42981,6,2.0,3.0,3.0,261.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,206,14,3,0,4.71,4.64,4.64,4.71,4.36,4.71,4.43,1,1,0,0,0.23
1936,20724784.0,20200000000000.0,148406261,0,1,1,37.80254,-122.407,1,2.0,1.0,1.0,350.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,0,1,0,1.3186045268223134
1937,20744996.0,20200000000000.0,8329745,79,7,20,37.8022,-122.437,10,2.0,3.0,5.0,260.0,30,1124,30.0,30.0,1124.0,1124.0,30.0,1124.0,30,60,90,365,15,0,0,4.27,4.4,3.8,4.6,4.2,4.93,4.33,5,5,0,0,0.23
1940,18851429.0,20200000000000.0,131316530,100,1,2,37.79677,-122.42824,6,2.0,3.0,3.0,655.0,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,237,35,0,0,4.97,4.97,4.97,4.97,5.0,5.0,4.79,1,1,0,0,0.5
1944,18874472.0,20200000000000.0,131502074,100,2,2,37.74699,-122.47593,2,2.0,1.0,1.0,95.0,1,31,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,179,207,57,0,4.86,4.85,4.81,4.95,4.93,4.82,4.76,2,0,2,0,2.98
1949,18971467.0,20200000000000.0,102973,100,1,2,37.77593,-122.43919,6,3.0,3.0,4.0,1095.0,5,1125,4.0,5.0,1125.0,1125.0,4.7,1125.0,16,46,75,75,48,11,0,4.92,5.0,5.0,4.92,4.92,5.0,4.73,1,1,0,0,0.69
1954,19014669.0,20200000000000.0,11166165,80,3,4,37.76688,-122.43418,2,2.0,2.0,2.0,349.0,30,75,30.0,30.0,75.0,75.0,30.0,75.0,27,56,71,160,14,1,0,4.93,4.93,5.0,4.79,4.93,4.93,4.71,3,3,0,0,0.21
1956,19026673.0,20200000000000.0,21994,73,13,14,37.7658,-122.45223,2,3.0,1.0,2.0,65.0,32,120,32.0,32.0,120.0,120.0,32.0,120.0,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13,0,13,0,0.16
1957,19029310.0,20200000000000.0,6683937,97,3,4,37.78074,-122.411,2,8.0,1.0,1.0,64.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,28,58,88,237,235,234,4,4.46,4.69,4.58,4.7,4.7,4.11,4.46,3,0,3,0,13.74
1958,21591945.0,20200000000000.0,21994,73,13,14,37.76439,-122.45545,1,3.0,1.0,1.0,60.0,32,90,32.0,32.0,90.0,90.0,32.0,90.0,30,60,90,148,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,13,0,13,0,1.3186045268223134
1959,21592081.0,20200000000000.0,21994,73,13,14,37.76444,-122.45559,1,3.0,1.0,1.0,60.0,32,99,32.0,32.0,99.0,99.0,32.0,99.0,30,60,90,365,4,3,0,5.0,4.5,4.5,5.0,5.0,5.0,4.5,13,0,13,0,0.08
1967,19954872.0,20200000000000.0,127638239,100,5,5,37.78369,-122.46364,3,2.0,1.0,2.0,76.0,2,15,2.0,2.0,15.0,15.0,2.0,15.0,16,46,76,165,303,53,5,4.66,4.81,4.55,4.77,4.81,4.78,4.59,5,0,5,0,4.43
1968,20002651.0,20200000000000.0,10624127,0,18,75,37.79234,-122.41965,2,5.0,1.0,1.0,50.0,365,450,365.0,365.0,450.0,450.0,365.0,450.0,0,0,0,0,3,0,0,4.67,4.67,3.67,5.0,5.0,5.0,4.33,5,0,5,0,0.04
1970,20059569.0,20200000000000.0,127638239,100,5,5,37.78157,-122.46359,4,2.0,1.0,2.0,76.0,1,16,1.0,1.0,16.0,16.0,1.0,16.0,10,23,48,137,325,56,2,4.71,4.83,4.72,4.85,4.85,4.82,4.66,5,0,5,0,4.77
1973,20093004.0,20200000000000.0,21899719,0,2,2,37.77768,-122.4365,8,2.0,4.0,4.0,485.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,28,0,0,4.85,4.78,4.85,4.78,4.81,4.85,4.89,1,1,0,0,0.41
1974,20990790.0,20200000000000.0,10573197,95,2,6,37.77498,-122.50132,4,2.0,2.0,2.0,375.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,10,33,51,234,23,17,0,4.96,4.96,4.83,5.0,4.96,5.0,4.78,1,1,0,0,0.7
1982,21022837.0,20200000000000.0,151399600,100,7,8,37.77787,-122.44858,5,2.0,3.0,3.0,661.0,5,180,5.0,5.0,1125.0,1125.0,5.0,1125.0,28,58,88,267,5,1,0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,5,5,0,0,0.08
1984,21026079.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,2,5.0,1.0,1.0,100.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,65,0,0,4.66,4.66,4.22,4.95,4.92,4.91,4.49,43,0,16,26,0.98
1985,21026891.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,1,4.0,1.0,1.0,50.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,85,0,0,4.74,4.85,4.33,4.89,4.78,4.81,4.71,43,0,16,26,1.28
1986,21026964.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,1,2.0,1.0,1.0,50.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,74,0,0,4.86,4.85,4.53,4.88,4.93,4.96,4.82,43,0,16,26,1.12
2013,20873957.0,20200000000000.0,10622144,99,4,4,37.775085,-122.407234,8,2.0,3.0,4.0,430.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,2,11,27,271,80,20,0,4.66,4.73,4.79,4.88,4.88,4.39,4.54,4,4,0,0,1.21
2029,21727562.0,20200000000000.0,157074592,100,4,7,37.77714,-122.49554,3,2.0,1.0,1.0,120.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,30,60,90,175,121,2,0,4.61,4.72,4.29,4.69,4.68,4.74,4.61,4,0,4,0,1.9
2031,20906522.0,20200000000000.0,127638239,100,5,5,37.78157,-122.46191,4,2.0,1.0,2.0,76.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,4,23,53,137,371,74,5,4.72,4.87,4.72,4.87,4.83,4.79,4.66,5,0,5,0,5.58
2032,21729398.0,20200000000000.0,157074592,100,4,7,37.77939,-122.49544,2,2.0,1.0,1.0,80.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,28,45,71,157,145,30,0,4.42,4.59,4.09,4.77,4.61,4.65,4.54,4,0,4,0,2.26
2048,21730505.0,20200000000000.0,157074592,100,4,7,37.77757,-122.49681,2,2.0,1.0,1.0,85.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,16,35,65,151,150,23,1,4.43,4.71,4.21,4.77,4.71,4.76,4.51,4,0,4,0,2.37
2050,20960130.0,20200000000000.0,20182227,99,2,5,37.73306,-122.39551,8,2.0,4.0,5.0,193.0,30,31,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,1,1,26,0,0,5.0,5.0,4.92,5.0,4.96,4.5,4.77,2,2,0,0,0.55
2055,21279801.0,20200000000000.0,24949158,100,3,3,37.74613,-122.41778,7,2.0,3.0,4.0,278.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,5,17,17,17,5,2,2,4.8,5.0,4.0,5.0,5.0,4.6,4.8,2,2,0,0,0.09
2056,21280829.0,20200000000000.0,10234050,93,5,16,37.7761,-122.41615,5,2.0,2.0,2.0,314.0,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0,15,31,45,46,271,63,5,4.77,4.77,4.74,4.77,4.8,4.66,4.64,2,1,1,0,4.18
2068,22435235.0,20200000000000.0,102598592,0,2,3,37.7657,-122.43372,8,2.0,4.0,4.0,485.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
2071,21292744.0,20200000000000.0,14816525,94,8,12,37.76894,-122.43675,4,2.0,2.0,2.0,200.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,8,38,65,20,3,0,5.0,5.0,4.85,5.0,5.0,5.0,4.85,2,2,0,0,0.31
2072,21297037.0,20200000000000.0,6267,80,1,1,37.77147,-122.43356,7,2.0,4.0,2.0,600.0,7,30,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,0,12,4,0,4.92,4.83,5.0,5.0,5.0,5.0,4.92,1,1,0,0,0.19
2073,21730649.0,20200000000000.0,157074592,100,4,7,37.77931,-122.497,3,2.0,1.0,1.0,95.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,30,60,90,177,146,27,0,4.54,4.72,4.3,4.87,4.76,4.73,4.62,4,0,4,0,2.32
2077,21772378.0,20200000000000.0,1590064,91,2,3,37.74645,-122.41077,6,3.0,3.0,3.0,650.0,3,300,3.0,3.0,300.0,300.0,3.0,300.0,0,0,0,0,13,3,0,4.77,4.92,5.0,4.92,4.69,5.0,4.77,2,2,0,0,0.26
2082,22483206.0,20200000000000.0,84011857,59,2,2,37.75807,-122.44195,4,2.0,2.0,2.0,327.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,18,48,78,261,24,13,0,4.92,5.0,5.0,4.96,4.92,4.88,4.71,2,2,0,0,0.4
2101,22555972.0,20200000000000.0,128030152,62,1,3,37.77796,-122.43714,16,4.0,8.0,10.0,1795.0,3,25,3.0,3.0,25.0,25.0,3.0,25.0,8,12,15,179,19,15,0,5.0,5.0,5.0,5.0,5.0,5.0,4.84,1,1,0,0,0.47
2112,21356103.0,20200000000000.0,8329745,79,7,20,37.80225,-122.43685,10,2.0,3.0,5.0,300.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,28,58,333,10,1,0,4.3,4.6,4.0,4.8,4.4,5.0,4.4,5,5,0,0,0.18
2121,21440528.0,20200000000000.0,155486904,100,1,1,37.74735,-122.41016,4,2.0,2.0,2.0,160.0,30,208,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,18,48,137,39,4,0,4.79,4.87,4.74,4.97,4.9,4.87,4.49,1,1,0,0,0.6
2124,21464833.0,20200000000000.0,17578598,96,3,3,37.77658,-122.44209,5,2.0,3.0,4.0,170.0,30,350,30.0,30.0,1125.0,1125.0,30.0,1125.0,6,36,49,245,10,0,0,4.9,4.9,4.8,5.0,5.0,5.0,4.8,3,3,0,0,0.17
2126,21488055.0,20200000000000.0,24876602,0,1,1,37.8047,-122.41562,2,2.0,2.0,2.0,219.0,1,21,1.0,1.0,21.0,21.0,1.0,21.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
2128,21514950.0,20200000000000.0,156337070,50,1,2,37.7805,-122.47071,4,2.0,3.0,5.0,360.0,30,160,30.0,30.0,160.0,160.0,30.0,160.0,4,34,64,153,29,3,0,4.93,4.93,4.96,4.93,4.96,4.85,4.78,1,1,0,0,0.49
2133,21555212.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,1,5.0,1.0,1.0,50.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,47,0,0,4.7,4.85,4.55,4.87,4.83,4.85,4.81,43,0,16,26,0.77
2134,21561809.0,20200000000000.0,26860112,99,3,3,37.72146,-122.43942,12,2.0,3.0,5.0,401.0,7,28,5.0,7.0,1125.0,1125.0,6.6,1125.0,0,0,0,0,4,0,0,5.0,5.0,5.0,4.5,5.0,4.75,4.75,3,3,0,0,0.07
2135,21880287.0,20200000000000.0,963387,0,1,3,37.75443,-122.41732,1,2.0,1.0,1.0,75.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,206,106,0,0,5.0,4.96,4.96,4.96,4.96,4.89,4.92,1,0,1,0,1.65
2140,21960180.0,20200000000000.0,5551869,0,1,1,37.79183,-122.45,2,4.0,1.0,1.0,500.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,24,54,84,358,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.04
2143,21981639.0,20200000000000.0,20818179,40,3,5,37.76256,-122.50537,5,2.0,3.0,3.0,165.0,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,24,54,84,293,1,0,0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.02
2152,22003066.0,20200000000000.0,127422643,98,1,2,37.77594,-122.40638,6,2.0,2.0,3.0,572.0,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,37,62,320,82,18,1,4.93,4.91,4.84,4.96,4.98,4.64,4.7,1,1,0,0,1.33
2153,22015376.0,20200000000000.0,107400974,80,3,3,37.76035,-122.43505,4,2.0,2.0,3.0,345.0,7,30,7.0,7.0,30.0,30.0,7.0,30.0,4,18,22,70,11,3,0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,2,1,1,0,0.17
2167,23087617.0,20200000000000.0,2711732,98,4,9,37.75908,-122.43516,8,2.0,4.0,4.0,900.0,2,21,2.0,2.0,21.0,21.0,2.0,21.0,17,47,73,348,6,2,1,5.0,5.0,4.83,5.0,5.0,5.0,4.83,4,1,3,0,0.11
2168,23095049.0,20200000000000.0,2711732,98,4,9,37.75923,-122.43522,2,2.0,1.0,1.0,172.0,1,21,1.0,1.0,21.0,21.0,1.0,21.0,25,55,85,351,82,23,0,4.88,4.95,4.95,4.87,4.95,4.99,4.71,4,1,3,0,1.33
2175,23165203.0,20200000000000.0,60283024,0,1,2,37.79638,-122.4388,6,3.0,3.0,4.0,750.0,4,6,4.0,4.0,6.0,6.0,4.0,6.0,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05
2188,22193833.0,20200000000000.0,7636990,56,2,2,37.76661,-122.44775,7,2.0,3.0,4.0,296.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,11,12,59,13,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.92,2,2,0,0,0.22
2205,23452479.0,20200000000000.0,126644773,99,489,918,37.77526,-122.50125,4,2.0,2.0,2.0,326.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,33,5,0,0,4.75,5.0,5.0,4.75,4.75,4.75,4.75,6,6,0,0,0.1
2222,23215586.0,20200000000000.0,172659027,0,1,2,37.76968,-122.38952,5,2.0,3.0,3.0,300.0,183,365,183.0,183.0,365.0,365.0,183.0,365.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
2272,23293773.0,20200000000000.0,48005494,97,1512,1962,37.7753,-122.39526,4,3.0,2.0,2.0,329.0,30,731,30.0,30.0,731.0,731.0,30.0,731.0,2,2,2,157,4,0,0,4.75,4.5,4.5,4.75,4.5,5.0,4.5,31,31,0,0,0.09
2284,22764131.0,20200000000000.0,163243187,91,2,2,37.76182,-122.44351,6,2.0,3.0,3.0,599.0,3,1125,2.0,3.0,1125.0,1125.0,2.7,1125.0,17,41,61,244,94,28,0,4.98,4.99,4.91,4.99,5.0,4.94,4.8,2,2,0,0,1.56
2318,22903941.0,20200000000000.0,13832870,49,20,61,37.793,-122.41656,4,2.0,2.0,2.0,245.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,3,278,3,2,0,4.67,4.67,4.0,5.0,4.67,4.0,4.0,17,17,0,0,0.07
2322,23353721.0,20200000000000.0,137980,100,3,5,37.76107,-122.43955,4,2.0,2.0,2.0,695.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,4,34,61,16,3,0,4.88,4.88,4.75,5.0,5.0,5.0,4.63,3,3,0,0,0.28
2324,23358468.0,20200000000000.0,5913788,75,1,1,37.75482,-122.40023,8,3.0,4.0,5.0,1600.0,4,28,4.0,4.0,28.0,28.0,4.0,28.0,0,0,0,256,6,1,0,5.0,5.0,4.6,5.0,5.0,4.6,4.6,1,1,0,0,0.1
2339,23684260.0,20200000000000.0,24053387,0,2,4,37.74662,-122.41717,6,2.0,4.0,4.0,182.0,30,57,30.0,30.0,57.0,57.0,30.0,57.0,0,0,0,0,10,0,0,5.0,4.78,4.89,5.0,5.0,5.0,4.67,1,1,0,0,0.18
2354,22944965.0,20200000000000.0,38836,72,22,65,37.77396,-122.43931,4,2.0,2.0,2.0,132.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,13,4,0,4.85,4.54,4.85,4.85,4.69,5.0,4.62,22,22,0,0,0.21
2358,22986895.0,20200000000000.0,9032873,46,1,1,37.77849,-122.40592,4,2.0,2.0,3.0,155.0,30,150,30.0,30.0,150.0,150.0,30.0,150.0,16,28,31,202,23,4,0,4.91,5.0,5.0,4.92,5.0,4.42,4.75,1,1,0,0,0.4
2360,23884346.0,20200000000000.0,64646820,78,130,169,37.77955,-122.42178,4,2.0,1.0,2.0,194.0,2,13,2.0,3.0,2.0,13.0,2.0,12.9,6,6,6,6,26,0,0,4.85,4.77,4.81,4.77,5.0,4.96,4.73,38,5,33,0,0.43
2362,23751274.0,20200000000000.0,178126462,88,1,2,37.7486,-122.42058,4,2.0,2.0,2.0,189.0,30,210,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,33,63,152,67,2,0,4.91,4.98,4.98,4.96,4.98,4.84,4.72,1,1,0,0,1.21
2368,23004935.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,2,5.0,1.0,1.0,100.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,69,0,0,4.67,4.77,4.46,4.83,4.86,4.87,4.59,43,0,16,26,1.12
2372,23804039.0,20200000000000.0,49496139,0,1,1,37.7365,-122.43032,8,3.0,4.0,4.0,450.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,19,49,78,78,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
2385,23804136.0,20200000000000.0,5244284,100,2,2,37.77712,-122.43652,4,2.0,2.0,2.0,520.0,3,10,3.0,3.0,10.0,10.0,3.0,10.0,5,5,18,107,4,0,0,5.0,5.0,5.0,5.0,5.0,4.75,4.5,2,2,0,0,0.07
2393,23963992.0,20200000000000.0,152980706,96,4,7,37.7793,-122.43782,3,2.0,2.0,2.0,350.0,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,80,18,1,4.96,4.96,4.96,4.95,4.99,4.98,4.85,1,1,0,0,1.34
2403,24099520.0,20200000000000.0,181489269,100,1,1,37.75899,-122.44726,6,2.0,3.0,3.0,1100.0,2,21,2.0,3.0,21.0,21.0,2.3,21.0,30,60,90,364,42,9,0,4.9,4.95,4.81,4.76,4.81,4.95,4.64,1,1,0,0,0.73
2404,24116174.0,20200000000000.0,6858456,0,1,1,37.75334,-122.42587,8,2.0,4.0,4.0,457.0,2,21,2.0,2.0,21.0,21.0,2.0,21.0,0,0,0,0,10,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1,1,0,0,0.17
2407,24162068.0,20200000000000.0,7426517,100,3,3,37.75094,-122.41332,6,3.0,3.0,3.0,450.0,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,1,1,5,41,4,0,4.98,4.95,4.95,5.0,5.0,4.9,4.85,3,1,2,0,0.8
2410,24181120.0,20200000000000.0,2701386,100,1,1,37.80626,-122.43824,5,2.0,2.0,3.0,285.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,17,136,25,2,0,5.0,5.0,4.96,5.0,5.0,5.0,4.92,1,1,0,0,0.44
2418,24917420.0,20200000000000.0,15698776,0,1,3,37.77636,-122.43209,6,2.0,3.0,4.0,350.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,248,17,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.55,1,1,0,0,0.3
2421,24964591.0,20200000000000.0,188731766,0,1,1,37.80495,-122.42213,5,2.0,2.0,2.0,3571.0,3,7,3.0,3.0,7.0,7.0,3.0,7.0,24,54,83,83,8,1,0,5.0,4.86,5.0,4.86,5.0,5.0,4.86,1,1,0,0,0.14
2425,24994118.0,20200000000000.0,10624127,0,18,75,37.7924,-122.41952,1,5.0,1.0,1.0,47.0,365,450,365.0,365.0,450.0,450.0,365.0,450.0,0,0,0,0,1,0,0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,5,0,5,0,0.02
2430,25210300.0,20200000000000.0,14840556,0,1,2,37.78581,-122.43629,7,2.0,4.0,5.0,333.0,30,63,30.0,30.0,63.0,63.0,30.0,63.0,0,26,56,235,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.02
2435,24309390.0,20200000000000.0,156562268,100,1,1,37.77944,-122.45332,6,2.0,2.0,3.0,250.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,15,29,40,40,150,32,1,4.95,4.95,4.97,4.96,4.99,4.92,4.84,1,0,1,0,2.52
2438,24359644.0,20200000000000.0,24776510,100,4,6,37.77009,-122.42342,4,2.0,2.0,3.0,141.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,20,50,77,133,8,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.63,4,4,0,0,0.14
2440,24376665.0,20200000000000.0,127638239,100,5,5,37.782,-122.46141,2,2.0,1.0,2.0,68.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,20,50,80,169,358,67,6,4.72,4.87,4.69,4.84,4.89,4.8,4.68,5,0,5,0,6.01
2446,25260993.0,20200000000000.0,26602240,100,1,1,37.77151,-122.42794,4,2.0,2.0,3.0,425.0,5,29,5.0,5.0,29.0,29.0,5.0,29.0,0,0,8,96,20,1,0,5.0,5.0,4.95,5.0,5.0,4.95,4.75,1,1,0,0,0.35
2448,25279552.0,20200000000000.0,55782784,97,25,37,37.78952,-122.4074,4,2.0,1.0,2.0,275.0,2,22,2.0,2.0,22.0,22.0,2.0,22.0,4,34,64,339,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,24,8,16,0,0.02
2461,25324599.0,20200000000000.0,55782784,97,25,37,37.79112,-122.40787,4,2.0,1.0,2.0,275.0,2,22,2.0,2.0,22.0,22.0,2.0,22.0,4,34,64,339,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,24,8,16,0,0.02
