,id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10592,45684360,20230329041210,163831012,0,1,1,19.30888,-99.23825,2,2.0,2.0,2.0,5500.0,6,365,6.0,6.0,1125.0,1125.0,6.0,1125.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
10593,45684403,20230329041210,160362299,100,4,5,19.43862,-99.20035,5,2.0,3.0,4.0,2211.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,15,16,16,54,48,29,0,4.9,4.92,4.81,4.85,4.98,4.96,4.73,4,4,0,0,1.61
10599,45958443,20230329041210,372576177,0,1,1,19.28127,-99.16493,5,2.0,2.0,4.0,650.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,148,5,0,0,4.4,4.8,4.4,4.4,4.4,5.0,4.6,1,1,0,0,0.18
10605,45688499,20230329041210,2449166,100,1,1,19.41958,-99.17228,4,3.0,2.0,2.0,3540.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,20,2,0,4.9,4.95,4.8,5.0,5.0,5.0,4.9,1,1,0,0,0.66
10606,45774115,20230329041210,156085152,100,29,39,19.43203,-99.16345,6,2.0,3.0,4.0,1459.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,19,49,79,241,52,22,1,4.77,4.96,4.77,4.92,4.96,5.0,4.83,9,9,0,0,1.78
10607,45688694,20230329041210,33390107,99,1,9,19.42,-99.15905,3,2.0,1.0,3.0,3143.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,12,28,55,320,89,47,2,5.0,4.99,4.98,5.0,5.0,4.98,4.94,1,1,0,0,3.74
10614,45975137,20230329041210,37036293,100,47,51,19.42963,-99.16524,5,2.0,2.0,4.0,970.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,53,83,358,50,18,3,4.82,4.88,4.76,4.92,4.8,4.94,4.8,32,32,0,0,1.72
10629,45992270,20230329041210,56655433,100,1,1,19.38872,-99.17565,4,2.0,2.0,4.0,1725.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,30,60,90,179,21,11,3,4.95,4.95,5.0,5.0,5.0,5.0,4.86,1,1,0,0,1.03
10634,45789155,20230329041210,207240505,71,83,85,19.45929,-99.14648,3,6.0,1.0,2.0,399.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,30,60,90,365,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,82,0,40,42,0.18
10636,46003044,20230329041210,27841247,97,88,92,19.43465,-99.19044,12,2.0,3.0,7.0,2374.0,1,1125,1.0,3.0,1125.0,1125.0,1.0,1125.0,18,48,77,337,19,14,0,4.0,4.0,3.74,4.79,4.42,4.79,3.95,34,18,15,1,1.19
10637,46003801,20230329041210,59057907,98,24,24,19.41116,-99.23681,6,2.0,2.0,3.0,1387.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,21,51,68,327,3,3,0,2.67,3.67,2.67,4.33,4.33,4.33,3.0,19,13,6,0,0.25
10639,46003830,20230329041210,59057907,98,24,24,19.41258,-99.23469,6,2.0,2.0,3.0,2000.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,0,0,1,273,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19,13,6,0,0.29
10640,45698310,20230329041210,188792844,36,1,1,19.43956,-99.19956,6,2.0,2.0,2.0,2699.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,89,179,14,5,0,4.5,4.71,4.57,4.79,4.86,5.0,4.64,1,1,0,0,0.53
10643,46006344,20230329041210,14686608,11,20,36,19.42057,-99.16095,4,2.0,2.0,2.0,2800.0,3,9,3.0,3.0,1125.0,1125.0,3.0,1125.0,30,60,90,365,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,5,5,0,0.16
10646,46010027,20230329041210,113315614,100,3,3,19.40978,-99.18275,4,2.0,2.0,2.0,3020.0,3,1125,3.0,4.0,1125.0,1125.0,3.1,1125.0,16,38,63,275,17,6,1,5.0,5.0,5.0,5.0,5.0,4.94,4.94,2,2,0,0,0.59
10655,45805431,20230329041210,27153869,52,1,1,19.36368,-99.26708,4,3.0,3.0,3.0,2000.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,58,88,363,11,3,0,4.64,4.55,4.45,4.91,4.73,4.82,4.45,1,1,0,0,0.38
10657,45811052,20230329041210,371038012,100,1,1,19.36355,-99.16181,4,2.0,2.0,3.0,1043.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,39,69,69,76,41,2,4.88,4.96,4.79,4.97,5.0,4.92,4.89,1,1,0,0,2.58
10658,45709039,20230329041210,41963013,100,53,72,19.41418,-99.16578,8,2.0,4.0,5.0,4932.0,1,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,15,19,202,120,47,4,4.63,4.65,4.68,4.83,4.85,4.98,4.57,46,36,10,0,4.1
10664,45712222,20230329041210,32430943,100,1,2,19.36753,-99.15459,5,2.0,2.0,2.0,650.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,16,291,16,9,0,4.69,4.88,4.69,4.88,4.75,4.69,4.56,1,1,0,0,0.6
10665,45816550,20230329041210,186163775,100,4,12,19.41223,-99.17186,7,2.0,2.0,4.0,2513.0,4,90,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,1,13,288,58,26,1,4.93,4.93,4.91,4.97,4.95,5.0,4.91,4,4,0,0,1.95
10666,45713673,20230329041210,37036293,100,47,51,19.42963,-99.16524,5,2.0,2.0,4.0,1040.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,28,58,88,363,69,25,4,4.62,4.81,4.71,4.81,4.74,4.91,4.65,32,32,0,0,2.35
10669,45830039,20230329041210,49214316,100,1,1,19.42085,-99.16838,2,2.0,1.0,1.0,1250.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,42,72,251,3,3,0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.32
10680,45721794,20230329041210,203618002,29,1,1,19.49707,-99.12746,7,2.0,3.0,3.0,1450.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,28,58,88,268,9,1,1,4.56,4.56,4.44,4.89,5.0,4.78,4.78,1,1,0,0,0.3
10682,46133088,20230329041210,68271539,100,5,8,19.41652,-99.15753,6,2.0,3.0,4.0,1099.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,10,38,60,150,46,20,2,4.63,4.67,4.74,4.78,4.76,4.83,4.67,2,1,1,0,1.59
10690,46137888,20230329041210,373871024,100,1,1,19.44784,-99.22007,4,2.0,2.0,2.0,900.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,32,61,61,29,15,1,4.62,4.66,4.69,4.72,4.62,4.66,4.62,1,1,0,0,1.02
10700,46144773,20230329041210,52578062,100,12,12,19.41622,-99.16891,8,4.0,4.0,5.0,3984.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,36,52,117,43,22,1,4.86,4.77,4.88,4.98,5.0,5.0,4.86,8,1,7,0,1.52
10704,46056245,20230329041210,343835838,97,3,3,19.35341,-99.19281,2,2.0,1.0,2.0,2934.0,1,6,1.0,1.0,6.0,6.0,1.0,6.0,15,45,74,164,209,87,3,4.92,4.94,4.93,4.88,4.93,4.93,4.9,1,1,0,0,7.24
10710,46157884,20230329041210,19464589,92,4,5,19.35945,-99.26964,5,2.0,2.0,2.0,2342.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,364,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.1
10713,45858156,20230329041210,207240505,71,83,85,19.46457,-99.1442,1,4.0,1.0,1.0,299.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,30,60,90,365,5,0,0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,82,0,40,42,0.18
10714,46065532,20230329041210,297968722,100,1,2,19.46343,-99.1208,8,2.0,3.0,5.0,1193.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,37,67,67,108,52,4,4.92,4.94,4.95,4.93,4.94,4.92,4.89,1,1,0,0,3.77
10716,45858938,20230329041210,207240505,71,83,85,19.45925,-99.1466,1,6.0,1.0,1.0,299.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,82,0,40,42,1.7024350397517938
10717,46162610,20230329041210,133036225,98,3,3,19.444759,-99.190964,6,2.0,2.0,3.0,1400.0,2,360,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3,1,2,0,0.23
10719,45859125,20230329041210,207240505,71,83,85,19.46142,-99.14729,2,4.0,1.0,2.0,299.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,82,0,40,42,1.7024350397517938
10724,45860412,20230329041210,116008333,100,6,9,19.397,-99.17668,4,2.0,2.0,2.0,2000.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,28,54,84,359,27,18,3,4.78,4.81,4.7,4.81,4.85,4.89,4.85,6,2,4,0,1.35
10729,46192854,20230329041210,41963013,100,53,72,19.4377,-99.19893,5,2.0,2.0,3.0,2286.0,2,1122,2.0,2.0,1125.0,1125.0,2.0,1125.0,4,14,33,259,121,58,2,4.88,4.89,4.94,4.74,4.93,4.95,4.91,46,36,10,0,4.3
10730,46193362,20230329041210,13410440,0,2,3,19.39086,-99.17892,2,2.0,1.0,1.0,500.0,15,365,15.0,15.0,1125.0,1125.0,15.0,1125.0,30,60,90,90,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,0.08
10733,46193838,20230329041210,41963013,100,53,72,19.43964,-99.19951,5,2.0,2.0,3.0,2195.0,2,1122,2.0,2.0,1125.0,1125.0,2.0,1125.0,7,16,26,272,98,61,2,4.85,4.93,4.94,4.81,4.91,4.97,4.89,46,36,10,0,3.53
10736,45861509,20230329041210,207240505,71,83,85,19.46087,-99.14849,1,4.0,1.0,1.0,199.0,28,365,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,3,0,0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,82,0,40,42,0.11
10737,46073210,20230329041210,20074257,100,3,3,19.3938,-99.13815,4,2.0,2.0,2.0,1000.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,28,58,329,28,19,3,4.86,4.89,4.79,4.89,4.86,4.89,4.86,2,2,0,0,0.98
10738,46194957,20230329041210,41963013,100,53,72,19.43773,-99.19919,5,2.0,2.0,4.0,2200.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,10,23,271,94,48,3,4.87,4.88,4.9,4.79,4.89,4.89,4.85,46,36,10,0,3.58
10739,45861707,20230329041210,368595849,94,63,70,19.35593,-99.27514,4,2.0,2.0,2.0,1245.0,5,60,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,158,25,14,0,4.76,4.88,4.76,4.68,4.72,4.96,4.8,63,63,0,0,0.86
10740,46195528,20230329041210,25147428,100,1,1,19.39967,-99.17441,5,2.0,2.0,3.0,1450.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,19,49,79,347,41,11,3,4.85,4.83,4.8,4.85,4.8,4.88,4.78,1,1,0,0,1.41
10742,45864031,20230329041210,212104868,100,16,17,19.20809,-99.12111,8,3.0,2.0,2.0,5990.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,16,16,0,0,0.07
10746,46090520,20230329041210,51949485,100,2,2,19.43895,-99.16231,3,2.0,2.0,2.0,1000.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,241,22,3,1,4.86,4.86,4.91,4.91,4.86,4.95,4.64,2,2,0,0,0.76
10753,46100587,20230329041210,107475129,97,4,10,19.41051,-99.16164,1,3.0,1.0,1.0,344.0,4,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,24,54,84,359,6,1,0,4.33,4.67,4.33,4.5,4.67,4.67,4.17,4,0,4,0,0.35
10757,46200928,20230329041210,41963013,100,53,72,19.43768,-99.19906,5,2.0,2.0,3.0,2286.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,29,33,253,87,44,1,4.98,4.94,4.94,4.82,4.89,4.95,4.92,46,36,10,0,3.32
10760,46214308,20230329041210,92520916,93,9,9,19.3592,-99.17863,8,3.0,4.0,6.0,3450.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,20,50,80,355,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,2,6,0,0.04
10762,46106738,20230329041210,120722717,79,1,2,19.30735,-99.21155,6,2.0,3.0,4.0,1100.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,28,58,88,178,18,6,0,4.89,4.61,4.89,4.72,4.94,4.67,4.83,1,1,0,0,0.65
10766,46216745,20230329041210,314492551,100,5,13,19.3562,-99.15961,11,2.0,4.0,6.0,3500.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,25,29,29,44,29,3,4.91,4.93,4.93,5.0,5.0,4.91,4.86,5,5,0,0,1.55
10768,46218056,20230329041210,6573910,100,32,35,19.43744,-99.14731,4,2.0,2.0,3.0,1184.0,2,60,1.0,2.0,1125.0,1125.0,1.4,1125.0,9,34,64,334,95,25,4,4.82,4.88,4.93,4.88,4.92,4.64,4.83,22,22,0,0,3.28
10774,46120287,20230329041210,52486993,100,1,2,19.43535,-99.09919,6,2.0,2.0,4.0,1276.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,32,32,32,66,20,3,4.89,4.98,4.95,4.95,4.94,4.88,4.89,1,1,0,0,2.27
10776,45900506,20230329041210,108446257,100,2,2,19.44639,-99.2024,6,2.0,2.0,3.0,1500.0,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0,18,48,78,353,22,7,1,5.0,5.0,5.0,4.91,5.0,4.91,5.0,2,2,0,0,0.74
10784,46225170,20230329041210,110805631,83,14,15,19.36059,-99.18738,16,13.0,10.0,25.0,28000.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,0,0,0,271,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,14,1,10,0,1.7024350397517938
10786,45905521,20230329041210,35770787,0,2,2,19.37163,-99.26732,2,5.0,4.0,4.0,10000.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,23,53,83,83,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
10788,46244450,20230329041210,316212400,98,4,27,19.40246,-99.23366,4,2.0,2.0,2.0,1421.0,3,182,3.0,3.0,182.0,182.0,3.0,182.0,28,58,88,363,8,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,4,4,0,0,0.36
10790,46339105,20230329041210,23451355,98,26,27,19.42999,-99.1711,1,3.0,1.0,1.9612992109547864,349.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,3,1,0,3.0,3.67,2.67,3.67,4.0,3.67,3.0,21,0,21,0,0.11
10791,45910583,20230329041210,279059810,56,7,13,19.44797,-99.17314,1,2.0,1.0,1.0,212.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,24,54,54,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.04
10793,46339640,20230329041210,23451355,98,26,27,19.40527,-99.16146,1,2.0,1.0,1.0,339.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,6,0,0,3.5,4.17,3.67,4.17,4.17,4.33,3.5,21,0,21,0,0.21
10799,46261209,20230329041210,268664710,100,1,1,19.36,-99.13989,1,2.0,1.0,1.0,300.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,1,0,0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1,0,1,0,0.06
10802,46513915,20230329041210,41963013,100,53,72,19.40261,-99.16773,8,4.0,4.0,4.0,5592.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,14,27,263,104,47,0,4.76,4.75,4.69,4.97,4.91,4.74,4.8,46,36,10,0,3.72
10805,46515949,20230329041210,198471653,100,12,12,19.42119,-99.15866,6,2.0,2.0,4.0,1322.0,2,1125,2.0,8.0,1125.0,1125.0,6.6,1125.0,14,44,74,349,66,31,3,4.82,4.91,4.92,4.98,4.94,5.0,4.86,12,12,0,0,2.45
10807,46352407,20230329041210,374892831,100,3,3,19.389974082042983,-99.17688746332118,4,2.0,2.0,2.0,1452.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,24,54,84,359,3,3,2,4.0,4.0,5.0,4.33,3.67,4.67,4.67,3,3,0,0,1.32
10812,46353713,20230329041210,375169008,100,25,25,19.39197,-99.1745,6,2.0,2.0,3.0,2599.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25,19,6,0,0.04
10824,46266559,20230329041210,374613808,100,3,3,19.4687,-99.10909,6,2.0,3.0,5.0,1550.0,3,20,3.0,3.0,1125.0,1125.0,3.0,1125.0,16,46,76,76,30,18,1,4.97,5.0,4.93,4.97,4.97,4.9,4.87,3,3,0,0,1.05
10826,46270601,20230329041210,24918385,33,2,2,19.41698,-99.15964,4,2.0,2.0,3.0,1271.0,5,365,5.0,5.0,365.0,365.0,5.0,365.0,29,59,89,364,9,1,0,4.33,4.67,4.0,4.78,4.44,4.89,4.22,2,2,0,0,0.31
10831,46273061,20230329041210,107475129,97,4,10,19.41058,-99.16219,2,3.0,1.0,2.0,351.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,6,36,66,341,32,18,1,4.66,4.56,4.47,4.63,4.56,4.75,4.66,4,0,4,0,1.1
10841,46549501,20230329041210,300575712,0,1,1,19.3645,-99.16161,3,2.0,2.0,1.0,2350.0,3,360,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,24,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
10850,46281149,20230329041210,51846506,100,4,4,19.40972,-99.16585,5,2.0,2.0,2.0,1947.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,8,19,23,78,118,76,3,4.95,4.95,4.92,4.99,4.97,4.99,4.9,4,4,0,0,4.05
10852,46568025,20230329041210,79379403,99,7,7,19.4169,-99.15985,6,2.0,2.0,5.0,1829.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,0,0,0,15,9,1,4.8,5.0,4.67,5.0,5.0,5.0,4.87,7,7,0,0,0.53
10855,46282758,20230329041210,216892034,0,1,1,19.41132,-99.06603,4,2.0,2.0,2.0,689.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,0,0,26,26,8,0,0,5.0,5.0,5.0,5.0,5.0,4.88,5.0,1,1,0,0,0.29
10857,46570609,20230329041210,12615485,100,31,34,19.44434,-99.20215,2,2.0,1.0,1.0,2678.0,3,30,2.0,3.0,365.0,1125.0,2.6,538.5,30,60,90,186,12,5,0,4.83,4.83,4.67,4.75,5.0,5.0,4.58,28,28,0,0,0.54
10860,46368559,20230329041210,328561112,100,3,5,19.4370858,-99.1857014,4,2.0,2.0,3.0,1950.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,3,3,0,0,1.7024350397517938
10863,46292411,20230329041210,119657209,98,1,5,19.4089,-99.17074,5,2.0,3.0,2.0,1583.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,44,74,349,44,30,5,4.91,4.91,4.73,4.89,4.91,4.98,4.84,1,1,0,0,1.53
10869,46598777,20230329041210,374892831,100,3,3,19.40416,-99.16964,4,2.0,2.0,2.0,1006.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,36,66,156,37,16,3,4.41,4.51,4.22,4.81,4.46,4.46,4.41,3,3,0,0,1.56
10870,46375108,20230329041210,41963013,100,53,72,19.40915,-99.17892,5,3.0,2.0,4.0,2500.0,2,1124,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,10,25,255,93,44,0,4.91,4.92,4.92,4.76,4.99,4.99,4.91,46,36,10,0,3.49
10881,46602566,20230329041210,122695820,99,6,6,19.4139,-99.17834,15,3.0,5.0,6.0,3849.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,11,40,69,69,50,20,0,4.72,4.82,4.66,4.74,4.88,4.88,4.7,5,5,0,0,1.94
10882,46382244,20230329041210,9988682,94,34,35,19.37435,-99.25452,6,2.0,3.0,4.0,1404.0,3,31,3.0,3.0,1125.0,1125.0,3.0,1125.0,30,60,90,90,29,13,1,4.69,4.9,4.9,4.79,4.69,4.86,4.72,23,23,0,0,1.05
10887,46313231,20230329041210,374619824,100,4,6,19.42977,-99.17115,2,2.0,2.0,1.0,1114.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,15,45,135,31,10,0,4.48,4.48,4.42,4.71,4.61,4.74,4.42,3,3,0,0,1.08
10901,46331219,20230329041210,207240505,71,83,85,19.45935,-99.14773,6,3.0,2.0,4.0,599.0,14,365,14.0,14.0,365.0,365.0,14.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,82,0,40,42,1.7024350397517938
10908,46393361,20230329041210,23451355,98,26,27,19.40562,-99.16027,1,2.0,1.0,1.0,339.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,18,20,20,20,6,3,1,3.83,4.0,4.17,5.0,5.0,4.17,4.17,21,0,21,0,0.28
10914,46334698,20230329041210,3333511,100,4,4,19.40324,-99.17187,6,2.0,3.0,3.0,1190.0,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,9,27,57,57,121,41,2,4.68,4.82,4.72,4.84,4.81,4.9,4.77,4,4,0,0,4.19
10917,46399363,20230329041210,375454819,100,16,16,19.412867,-99.171227,4,2.0,2.0,3.0,3166.0,1,1125,1.0,4.0,1125.0,1125.0,1.3,1125.0,19,49,79,354,250,78,1,4.74,4.84,4.8,4.93,4.9,4.97,4.73,16,16,0,0,8.73
10918,46399429,20230329041210,375454819,100,16,16,19.41287,-99.17123,6,2.0,3.0,3.0,5048.0,1,1125,1.0,3.0,1125.0,1125.0,2.6,1125.0,22,50,80,355,276,98,3,4.8,4.84,4.81,4.92,4.91,4.98,4.76,16,16,0,0,9.64
10919,46399672,20230329041210,375454819,100,16,16,19.412867,-99.171227,4,2.0,2.0,3.0,3626.0,1,1125,1.0,4.0,1125.0,1125.0,1.3,1125.0,20,48,78,353,257,102,7,4.81,4.9,4.88,4.95,4.93,4.98,4.78,16,16,0,0,8.98
10920,46335099,20230329041210,178427450,0,17,17,19.43108,-99.16717,5,2.0,2.0,3.0,1234.0,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,22,52,82,171,46,22,2,4.85,4.91,4.96,4.89,4.96,4.89,4.8,15,15,0,0,1.6
10921,46335694,20230329041210,9988682,94,34,35,19.4363,-99.18863,6,3.0,3.0,3.0,2260.0,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,16,46,46,45,22,1,4.91,4.91,4.82,4.98,4.96,4.93,4.84,23,23,0,0,1.61
10922,46335860,20230329041210,43118379,100,1,4,19.41151,-99.16952,8,2.0,4.0,5.0,4000.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,180,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
10926,46403517,20230329041210,242800098,100,1,4,19.39066,-99.15257,4,2.0,2.0,2.0,1649.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,1,57,9,5,0,5.0,4.89,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.33
10933,46727827,20230329041210,349426660,69,3,3,19.45756,-99.09082,6,2.0,4.0,4.0,1250.0,2,15,2.0,2.0,15.0,15.0,2.0,15.0,26,51,81,81,30,18,2,4.8,4.9,4.73,5.0,4.93,4.93,4.9,3,2,1,0,1.14
10937,46641207,20230329041210,6529931,100,13,17,19.4229,-99.159,8,2.0,4.0,4.0,3613.0,1,120,1.0,1.0,1125.0,1125.0,1.0,1125.0,11,18,29,184,81,31,0,4.69,4.59,4.78,4.78,4.73,4.9,4.69,11,11,0,0,2.88
10938,46409730,20230329041210,23205082,91,1,2,19.41623,-99.16747,2,2.0,1.0,1.0,5070.0,3,60,3.0,3.0,60.0,60.0,3.0,60.0,0,1,1,164,15,9,1,4.93,4.93,5.0,5.0,5.0,4.93,4.93,1,1,0,0,0.56
10939,46641514,20230329041210,24845756,0,1,2,19.42961,-99.15359,2,2.0,2.0,1.0,3000.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,5,0,0,4.4,4.8,3.8,4.4,4.8,4.6,4.2,1,1,0,0,0.22
10941,46728666,20230329041210,212104868,100,16,17,19.20971,-99.12295,8,4.0,2.0,4.0,5990.0,1,150,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,5,0,0,4.8,5.0,4.8,4.8,5.0,4.8,5.0,16,16,0,0,0.18
10942,46641909,20230329041210,190865624,86,5,5,19.24659,-99.09673,8,2.0,4.0,7.0,2900.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,42,64,256,2,1,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,3,3,0,0,0.07
10947,46729013,20230329041210,271071490,100,1,1,19.3654,-99.16252,1,2.0,2.0,2.0,590.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,23,53,83,358,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
10955,46656539,20230329041210,333035396,100,73,73,19.41429,-99.17867,4,2.0,2.0,2.0,1515.0,1,1125,1.0,3.0,1125.0,1125.0,1.1,1125.0,19,45,75,350,106,72,7,4.75,4.89,4.83,4.91,4.9,4.75,4.82,65,61,4,0,3.77
