,id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2,696037,20230329041210,3531879,90,4,4,19.4418,-99.18402,6,2.0,3.0,3.0,1469.0,24,1125,24.0,24.0,1125.0,1125.0,24.0,1125.0,0,0,0,87,39,2,0,4.57,4.82,4.71,4.92,4.92,4.58,4.71,3,3,0,0,0.31
4,44616,20230329041210,196253,86,16,16,19.41162,-99.17794,14,5.0,5.0,8.0,18000.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,59,89,357,64,12,1,4.58,4.56,4.7,4.87,4.78,4.98,4.48,12,3,2,0,0.46
5,2075738,20230329041210,2339771,70,1,2,19.41909,-99.16043,2,2.0,1.0,1.0,2561.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,2,13,19,240,78,16,1,4.87,4.9,4.71,4.91,4.85,5.0,4.83,1,1,0,0,0.7
9,728372,20230329041210,3777702,58,6,7,19.44222,-99.14461,16,5.0,10.0,16.0,2561.0,1,90,1.0,1.0,90.0,90.0,1.0,90.0,9,15,37,270,120,6,0,4.73,4.74,4.69,4.88,4.88,4.34,4.75,6,3,3,0,0.95
26,2118573,20230329041210,10802698,95,3,3,19.38777,-99.17532,6,3.0,3.0,4.0,2049.0,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,88,88,215,31,1,4.91,4.94,4.92,4.96,4.96,4.87,4.95,3,3,0,0,1.93
27,165772,20230329041210,790208,100,6,7,19.40826,-99.18659,16,5.0,5.0,10.0,3449.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,3,8,21,194,297,20,2,4.88,4.91,4.86,4.93,4.92,4.71,4.91,6,4,2,0,2.09
30,783480,20230329041210,4129056,100,2,2,19.35379,-99.28459,4,2.0,2.0,4.0,500.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,0,23,53,328,27,0,0,4.96,4.93,4.93,4.93,4.93,4.7,4.85,2,0,2,0,0.25
38,187745,20230329041210,899360,100,6,8,19.41057,-99.1773,3,2.0,1.0,2.0,5000.0,14,365,14.0,14.0,365.0,365.0,14.0,365.0,0,0,0,0,24,0,0,4.67,4.58,4.58,4.83,4.79,5.0,4.63,6,6,0,0,0.21
44,2182375,20230329041210,1979548,100,2,5,19.38212,-99.15361,4,2.0,2.0,2.0,2800.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,28,58,88,363,40,0,0,4.9,4.98,4.9,5.0,5.0,4.88,4.98,2,1,1,0,0.42
48,2228415,20230329041210,2518152,94,8,8,19.34948,-99.19381,6,2.0,3.0,3.0,4714.0,15,120,15.0,15.0,120.0,120.0,15.0,120.0,27,57,87,362,4,0,0,4.75,4.75,4.25,5.0,4.75,4.5,4.25,7,1,4,0,0.05
52,858277,20230329041210,3200155,0,3,3,19.41319,-99.1758,6,2.0,3.0,4.0,2269.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,28,31,211,136,0,0,4.83,4.92,4.84,4.91,4.93,4.97,4.81,2,2,0,0,1.09
58,256555,20230329041210,790208,100,6,7,19.40663,-99.18653,14,4.0,4.0,10.0,3014.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,3,8,21,194,319,26,0,4.91,4.91,4.89,4.93,4.94,4.78,4.91,6,4,2,0,2.32
63,883511,20230329041210,3777702,58,6,7,19.44207,-99.14797,16,5.0,10.0,16.0,2561.0,1,90,1.0,1.0,90.0,90.0,1.0,90.0,9,15,37,266,237,33,3,4.79,4.79,4.8,4.91,4.94,4.43,4.79,6,3,3,0,1.91
70,298873,20230329041210,1539548,0,1,3,19.43358,-99.14452,4,2.0,2.0,2.0,1362.0,3,180,3.0,3.0,180.0,180.0,3.0,180.0,0,0,0,0,119,0,0,4.78,4.87,4.88,4.89,4.73,4.9,4.8,1,1,0,0,0.89
75,324769,20230329041210,1661848,100,1,1,19.45906,-99.19071,6,2.0,2.0,3.0,545.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,47,77,167,46,5,0,4.76,4.87,4.73,4.91,4.91,4.44,4.73,1,1,0,0,0.38
80,1001517,20230329041210,5507751,100,3,8,19.3461,-99.15911,6,2.0,2.0,2.0,1949.0,2,200,2.0,2.0,200.0,200.0,2.0,200.0,0,27,40,179,71,1,0,4.84,4.96,4.96,4.97,4.87,4.97,4.91,3,2,1,0,0.6
82,1011428,20230329041210,5307709,71,1,2,19.34406,-99.19413,6,4.0,3.0,4.0,6354.0,7,90,7.0,7.0,90.0,90.0,7.0,90.0,7,37,67,331,20,3,0,5.0,5.0,5.0,5.0,5.0,4.95,4.68,1,1,0,0,0.17
92,362583,20230329041210,1832239,99,3,3,19.43165,-99.17132,4,2.0,2.0,2.0,1452.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,15,39,69,344,35,4,0,4.85,4.91,4.91,4.7,4.79,4.94,4.88,1,1,0,0,0.28
96,375032,20230329041210,1886913,46,10,12,19.4075,-99.17561,14,6.0,6.0,10.0,14143.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,30,60,90,365,51,1,0,4.69,4.56,4.73,4.78,4.84,4.98,4.47,10,3,3,0,0.39
98,1130658,20230329041210,6203086,77,3,4,19.36809,-99.17821,3,2.0,2.0,2.0,1250.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,9,284,27,1,1,4.92,4.85,4.62,4.88,4.96,4.88,4.69,3,1,2,0,0.24
104,1164876,20230329041210,212109,100,3,4,19.35164,-99.15289,6,3.0,3.0,3.0,4481.0,10,21,10.0,10.0,21.0,21.0,10.0,21.0,0,19,19,90,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,2,1,0,0.05
112,2436156,20230329041210,11926583,99,8,11,19.4098,-99.17851,5,2.0,2.0,2.0,1466.0,4,60,4.0,4.0,60.0,60.0,4.0,60.0,3,9,30,30,85,15,2,4.82,4.87,4.79,4.87,4.96,4.91,4.81,2,2,0,0,0.78
117,2444573,20230329041210,12497740,100,1,1,19.36229,-99.17355,2,2.0,1.0,1.0,817.0,7,35,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,3,121,19,8,1,5.0,5.0,4.74,5.0,5.0,4.79,4.89,1,1,0,0,0.27
118,1236668,20230329041210,5525131,64,1,16,19.4336,-99.13224,4,2.0,3.0,1.9612992109547864,1071.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,16,46,76,327,8,3,0,3.38,3.38,3.5,3.75,3.75,3.25,3.5,1,1,0,0,0.07
124,499553,20230329041210,1297488,81,6,7,19.43621,-99.13874,7,3.0,4.0,6.0,3420.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,0,24,46,207,25,2,0,4.92,4.92,4.96,5.0,4.83,4.88,4.88,6,6,0,0,0.19
125,499676,20230329041210,1297488,81,6,7,19.43651,-99.13905,6,2.0,3.0,5.0,5820.0,3,21,3.0,3.0,21.0,21.0,3.0,21.0,0,24,46,250,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,0,0,0.02
135,525618,20230329041210,2566629,97,4,9,19.41588,-99.15981,5,2.0,2.0,2.0,2723.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,12,42,72,347,26,0,0,4.96,4.96,5.0,5.0,4.96,5.0,4.91,1,1,0,0,0.2
143,2537521,20230329041210,4796027,91,3,6,19.4218,-99.16474,4,2.0,2.0,2.0,2941.0,2,48,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,29,54,326,175,8,0,4.95,4.97,4.94,4.98,4.95,4.98,4.92,3,2,1,0,1.69
148,1403168,20230329041210,7569372,100,1,3,19.40288,-99.17884,2,2.0,1.0,1.0,566.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,30,60,335,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.03
149,1403218,20230329041210,3777702,58,6,7,19.44324,-99.14649,16,5.0,10.0,16.0,2561.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,11,22,44,276,164,2,1,4.83,4.78,4.75,4.94,4.97,4.48,4.8,6,3,3,0,1.43
152,2666125,20230329041210,2072566,100,1,3,19.4141,-99.17348,4,3.0,2.0,3.0,3068.0,500,1000,500.0,500.0,1125.0,1125.0,500.0,1125.0,29,59,89,179,95,0,0,4.74,4.82,4.77,4.88,4.77,4.97,4.77,1,1,0,0,1.05
153,583039,20230329041210,2872228,100,13,14,19.43374,-99.14616,4,2.0,2.0,2.0,1362.0,2,60,2.0,3.0,1125.0,1125.0,2.3,1125.0,11,23,39,200,78,21,3,4.72,4.71,4.78,4.71,4.65,4.82,4.72,13,11,2,0,0.62
157,1441365,20230329041210,7738527,96,2,2,19.42029,-99.17323,4,2.0,2.0,2.0,1346.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,23,53,83,358,101,10,0,4.76,4.78,4.78,4.93,4.97,4.88,4.72,2,2,0,0,0.9
164,1462549,20230329041210,7838265,100,15,29,19.42833,-99.17634,2,2.0,1.0,2.0,1109.0,5,1125,2.0,5.0,1125.0,1125.0,4.9,1125.0,8,8,8,11,91,17,0,4.92,4.94,4.89,4.99,4.99,4.9,4.94,10,10,0,0,0.78
170,611337,20230329041210,1297488,81,6,7,19.43423,-99.13718,4,2.0,2.0,4.0,5809.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,0,25,47,251,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,0,0,0.04
179,1547284,20230329041210,5341352,64,3,5,19.37845,-99.17221,4,2.0,2.0,3.0,800.0,1,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,15,45,75,350,54,5,1,4.92,4.96,4.92,5.0,4.94,4.96,4.88,2,2,0,0,0.47
181,640803,20230329041210,3200155,0,3,3,19.35106,-99.19789,4,2.0,2.0,2.0,5999.0,4,21,4.0,4.0,21.0,21.0,4.0,21.0,0,27,57,332,22,0,0,5.0,5.0,4.91,4.95,5.0,5.0,4.95,2,2,0,0,0.17
184,642797,20230329041210,3151538,75,10,15,19.41499,-99.18215,8,2.0,3.0,3.0,9059.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,10,32,62,337,97,5,0,4.91,4.88,4.84,4.98,4.94,4.83,4.72,1,1,0,0,0.78
191,655422,20230329041210,3299226,100,2,2,19.41417,-99.11566,10,3.0,4.0,6.0,826.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,57,87,355,85,11,2,4.48,4.5,4.51,4.77,4.76,4.59,4.48,2,2,0,0,0.66
192,691019,20230329041210,3531879,90,4,4,19.433843596587437,-99.14464358214542,6,2.0,2.0,3.0,1000.0,6,180,14.0,14.0,180.0,180.0,14.0,180.0,1,17,47,322,263,5,0,4.75,4.77,4.7,4.81,4.91,4.92,4.76,3,3,0,0,2.06
201,2863598,20230329041210,13793390,100,1,2,19.39213,-99.17207,1,3.0,1.0,1.0,500.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,22,52,82,262,25,25,4,4.96,4.92,4.8,5.0,5.0,5.0,4.96,1,0,1,0,2.2
207,1768385,20230329041210,1004821,100,6,15,19.43432,-99.14581,6,2.0,2.0,4.0,1000.0,2,59,1.0,2.0,59.0,59.0,2.0,59.0,11,29,47,134,338,66,4,4.61,4.65,4.71,4.71,4.72,4.9,4.65,6,6,0,0,3.01
208,3386326,20230329041210,5286231,100,1,1,19.39129,-99.17395,4,2.0,2.0,2.0,1499.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,27,302,45,8,1,4.87,4.93,4.93,4.93,4.98,5.0,4.95,1,1,0,0,0.65
209,2894095,20230329041210,14791549,100,3,6,19.36045,-99.27996,6,2.0,2.0,5.0,3670.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,20,50,80,80,98,7,0,4.86,4.85,4.84,4.94,5.0,4.94,4.79,3,3,0,0,0.94
212,1826212,20230329041210,9556116,100,1,4,19.38089,-99.17245,4,2.0,2.0,3.0,1000.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,27,57,87,362,94,3,0,4.82,4.91,4.9,4.93,4.98,4.88,4.85,1,1,0,0,0.83
213,1850394,20230329041210,9664207,99,9,10,19.43122,-99.15562,4,2.0,2.0,2.0,1955.0,2,90,2.0,4.0,1125.0,1125.0,3.6,1125.0,21,42,52,259,301,44,4,4.81,4.85,4.79,4.87,4.93,4.78,4.83,9,9,0,0,2.67
216,3458354,20230329041210,17429596,0,2,2,19.36905,-99.29672,4,3.0,2.0,2.0,1190.0,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,210,8,0,0,4.86,4.86,4.86,5.0,5.0,4.0,4.67,2,1,1,0,0.08
217,3467163,20230329041210,17468617,97,7,19,19.33739,-99.12417,2,2.0,1.0,2.0,872.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,29,59,89,364,1,0,0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,7,7,0,0,0.01
226,3506037,20230329041210,17650235,44,4,6,19.29966,-99.15624,1,2.0,6.0,1.0,11807.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0,3,0,0.17
237,1920070,20230329041210,9953466,0,1,2,19.24444,-99.17044,1,2.0,1.0,2.0,376.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.05
239,2986194,20230329041210,15219834,94,27,28,19.42512,-99.22595,4,2.0,2.0,2.0,1278.0,2,1125,2.0,2.0,99.0,99.0,2.0,99.0,24,54,84,359,28,4,0,4.43,4.43,4.57,4.75,4.44,4.82,4.46,25,24,0,0,0.26
248,3606513,20230329041210,7322043,40,1,2,19.43315,-99.163,4,2.0,2.0,2.0,1705.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,27,57,87,87,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0.33
249,3624106,20230329041210,18259367,67,4,5,19.41239,-99.18398,3,2.0,1.0,1.0,700.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,27,4,0,4.73,4.76,4.27,4.96,4.96,4.96,4.84,4,0,4,0,0.27
253,1988412,20230329041210,10128524,0,1,3,19.38672,-99.15554,2,2.0,2.0,2.0,817.0,5,365,5.0,5.0,365.0,365.0,5.0,365.0,0,0,0,0,23,0,0,4.82,4.87,4.74,4.96,5.0,4.7,4.96,1,1,0,0,0.21
254,1999474,20230329041210,10300365,50,1,1,19.42064,-99.16134,4,2.0,2.0,2.0,1829.0,4,45,4.0,4.0,45.0,45.0,4.0,45.0,0,0,0,272,57,1,0,4.77,4.8,4.86,5.0,4.98,4.96,4.86,1,1,0,0,0.51
261,3761074,20230329041210,19236406,0,1,3,19.29005,-99.13694,1,2.0,1.0,1.0,287.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
262,2030859,20230329041210,790208,100,6,7,19.40692,-99.18831,6,2.0,2.0,5.0,830.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,4,13,32,221,50,0,0,4.86,4.88,4.94,4.94,5.0,4.76,4.94,6,4,2,0,0.45
263,3148012,20230329041210,15981957,100,2,3,19.41121,-99.15957,4,2.0,2.0,3.0,1850.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,16,35,54,237,170,27,1,4.93,4.98,4.94,4.95,4.99,4.96,4.93,2,2,0,0,1.59
267,3157656,20230329041210,2872228,100,13,14,19.43432,-99.14581,6,2.0,2.0,2.0,1388.0,2,30,1.0,3.0,1125.0,1125.0,2.3,1125.0,6,27,51,203,45,6,0,4.62,4.73,4.87,4.84,4.82,4.96,4.86,13,11,2,0,0.45
269,3176573,20230329041210,5726338,0,1,3,19.43716,-99.20436,6,2.0,3.0,3.0,2165.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,0,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
271,3835382,20230329041210,7766326,0,2,3,19.41152,-99.17262,4,2.0,2.0,2.0,2887.0,1,360,1.0,1.0,1125.0,1125.0,1.0,1125.0,20,50,80,354,103,0,0,4.85,4.91,4.83,4.95,5.0,4.99,4.83,1,1,0,0,1.0
273,3835975,20230329041210,19712702,100,2,3,19.4202,-99.16906,8,2.0,4.0,6.0,3034.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,21,50,79,79,161,16,2,4.93,4.9,4.98,4.93,4.96,4.94,4.86,2,1,1,0,1.82
277,4510545,20230329041210,23387571,0,1,3,19.41187,-99.17205,4,2.0,2.0,2.0,1500.0,89,180,89.0,89.0,180.0,180.0,89.0,180.0,27,57,87,267,15,0,0,4.75,4.83,4.5,5.0,5.0,4.92,4.67,1,1,0,0,0.15
280,3843651,20230329041210,19464589,92,4,5,19.35984,-99.27943,5,2.0,2.0,3.0,3128.0,1,1125,1.0,1.0,90.0,90.0,1.0,90.0,27,57,87,362,111,19,2,4.79,4.92,4.8,4.92,4.97,4.93,4.72,4,4,0,0,1.12
284,4565401,20230329041210,899360,100,6,8,19.4106,-99.17732,4,2.0,2.0,3.0,3800.0,14,180,14.0,14.0,180.0,180.0,14.0,180.0,6,27,56,56,141,1,1,4.82,4.88,4.88,4.9,4.97,4.93,4.79,6,6,0,0,1.39
297,5592595,20230329041210,28995965,50,1,2,19.38688,-99.14789,2,3.0,3.0,1.0,690.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,4,0,0,4.5,4.5,4.5,4.75,4.5,4.75,4.75,1,0,1,0,0.04
306,4725334,20230329041210,6426042,100,1,3,19.41708,-99.1769,4,2.0,2.0,2.0,1489.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,1,22,208,222,24,3,4.85,4.91,4.91,4.91,4.89,4.83,4.84,1,1,0,0,2.22
308,4776914,20230329041210,17527001,80,3,6,19.35028,-99.17637,3,2.0,2.0,2.0,1111.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,2,20,295,65,0,0,4.88,4.92,4.88,5.0,4.83,4.94,4.89,3,2,1,0,0.65
316,3947107,20230329041210,20456562,38,5,8,19.29362,-99.16224,1,2.0,2.0,1.0,300.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,28,58,333,33,4,0,4.63,4.66,4.59,4.81,4.91,4.84,4.78,4,0,4,0,0.32
317,4814757,20230329041210,12389380,99,8,9,19.43815,-99.13644,8,2.0,4.0,4.0,2697.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,22,47,77,345,47,9,2,4.7,4.79,4.74,4.89,4.87,4.63,4.46,8,8,0,0,0.49
319,4823418,20230329041210,5085423,99,11,11,19.44357,-99.20401,4,2.0,2.0,3.0,2141.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,39,2,0,4.9,4.91,5.0,4.96,5.0,4.96,4.91,3,3,0,0,0.44
324,3994650,20230329041210,3675629,99,14,14,19.41861,-99.21494,6,2.0,3.0,3.0,3286.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,9,24,54,329,105,5,1,4.86,4.81,4.86,4.92,4.89,4.88,4.82,9,9,0,0,1.02
331,5672914,20230329041210,29411828,95,3,7,19.41031,-99.16344,4,2.0,2.0,2.0,1235.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,29,59,334,249,13,1,4.97,4.96,4.95,5.0,5.0,4.9,4.93,2,2,0,0,2.6
333,4846536,20230329041210,10730083,59,7,12,19.28125,-99.14832,5,2.0,2.0,3.0,1500.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,240,31,3,0,4.52,4.52,4.58,4.48,4.43,4.59,4.59,7,7,0,0,0.32
336,5706972,20230329041210,2872228,100,13,14,19.43432,-99.14581,6,2.0,3.0,5.0,1770.0,2,30,2.0,3.0,1125.0,1125.0,2.1,1125.0,9,26,49,200,152,27,2,4.81,4.87,4.89,4.89,4.82,4.96,4.84,13,11,2,0,1.62
344,4942075,20230329041210,23451355,98,26,27,19.42471,-99.15656,1,2.0,1.0,1.0,299.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,21,112,10,0,0,4.5,4.7,4.5,4.9,4.8,5.0,4.6,21,0,21,0,0.41
345,4073755,20230329041210,370029802,99,33,37,19.437281,-99.212929,8,3.0,4.0,4.0,3476.0,2,60,2.0,4.0,1125.0,1125.0,2.2,1125.0,30,45,75,189,113,55,5,4.77,4.85,4.9,4.84,4.76,4.87,4.8,10,10,0,0,1.09
346,4074709,20230329041210,19810723,100,1,1,19.41896,-99.15508,4,2.0,2.0,2.0,1364.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,47,77,348,138,23,1,4.85,4.88,4.88,4.89,4.92,4.87,4.86,1,1,0,0,1.33
347,4084998,20230329041210,21188069,0,1,2,19.40696,-99.16899,4,2.0,2.0,2.0,1700.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,254,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
352,4968904,20230329041210,25617111,100,1,1,19.3982,-99.15664,4,2.0,2.0,2.0,1168.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,168,3,3,0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.31
355,4097827,20230329041210,16580209,93,5,5,19.40906,-99.18165,5,2.0,2.0,2.0,3728.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,16,16,2,5.0,4.93,5.0,5.0,5.0,4.93,4.8,3,3,0,0,2.29
359,4978334,20230329041210,21248872,100,2,2,19.36394,-99.2194,6,2.0,3.0,6.0,1829.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,11,0,0,4.73,5.0,4.82,4.73,4.91,4.55,4.73,2,1,1,0,0.13
364,4118496,20230329041210,15219834,94,27,28,19.43792,-99.19647,5,2.0,3.0,3.0,1940.0,2,1125,1.0,1.0,99.0,99.0,1.0,99.0,0,0,0,0,55,4,0,4.74,4.7,4.83,4.91,4.8,4.96,4.67,25,24,0,0,0.53
366,5007117,20230329041210,4266310,0,1,2,19.43243,-99.20933,4,3.0,4.0,4.0,5446.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,0,0,0,0,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
368,5013545,20230329041210,159138,0,2,6,19.34135,-99.30733,8,2.0,3.0,4.0,1372.0,90,1000,90.0,90.0,1000.0,1000.0,90.0,1000.0,27,57,87,362,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,2,2,0,0,1.7024350397517938
377,5040973,20230329041210,26005047,86,5,8,19.42587,-99.17496,6,3.0,3.0,4.0,5247.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,30,60,90,365,27,1,0,4.85,4.89,4.96,5.0,4.96,4.85,5.0,3,3,0,0,0.3
379,5055869,20230329041210,2906174,80,1,2,19.40708,-99.17031,4,2.0,2.0,2.0,1312.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,7,26,38,143,66,3,2,4.92,4.91,4.91,4.98,5.0,5.0,4.88,1,1,0,0,0.7
382,5065732,20230329041210,8905097,98,35,48,19.40821,-99.17053,8,2.0,3.0,4.0,1809.0,2,1125,2.0,3.0,1125.0,1125.0,2.4,1125.0,13,15,15,15,273,25,2,4.9,4.93,4.92,4.99,4.96,4.98,4.88,13,13,0,0,2.75
391,5905923,20230329041210,1291491,100,1,1,19.40364,-99.18127,2,2.0,1.0,1.0,1236.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,2,14,40,309,50,8,1,4.88,4.92,4.9,4.98,4.92,4.74,4.86,1,1,0,0,0.53
397,5947889,20230329041210,253786,94,1,2,19.4404,-99.07964,16,3.0,4.0,16.0,800.0,1,2,1.0,1.0,2.0,2.0,1.0,2.0,30,60,90,365,125,8,0,4.47,4.56,4.61,4.81,4.79,4.52,4.43,1,1,0,0,1.3
399,5959907,20230329041210,30927193,91,1,1,19.39247,-99.17808,3,2.0,2.0,2.0,1017.0,3,1125,2.0,3.0,1125.0,1125.0,2.9,1125.0,3,25,55,325,107,25,2,4.82,4.82,4.71,4.9,4.9,4.95,4.82,1,1,0,0,1.36
400,5180895,20230329041210,12581631,91,8,9,19.39509,-99.17629,1,2.0,1.0,1.0,353.0,28,1125,28.0,28.0,1125.0,1125.0,28.0,1125.0,0,0,0,85,13,1,0,5.0,5.0,4.69,5.0,4.92,5.0,4.92,8,0,8,0,0.14
404,5975769,20230329041210,15314962,85,2,2,19.4032,-99.17654,4,2.0,2.0,2.0,853.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,3,29,245,234,9,0,4.91,4.97,4.78,4.98,4.97,4.91,4.92,1,1,0,0,2.45
407,5183863,20230329041210,15219834,94,27,28,19.42594,-99.22524,4,2.0,2.0,2.0,1441.0,1,1125,2.0,2.0,99.0,99.0,2.0,99.0,27,57,87,362,27,3,0,4.78,4.92,4.96,4.85,4.85,4.96,4.7,25,24,0,0,0.27
410,4278958,20230329041210,5755202,93,25,62,19.4366,-99.19059,4,2.0,2.0,2.0,3359.0,13,1000,13.0,13.0,1000.0,1000.0,13.0,1000.0,28,58,88,178,101,6,0,4.84,4.87,4.85,4.96,4.99,4.94,4.72,23,23,0,0,1.06
411,4286935,20230329041210,790208,100,6,7,19.40755,-99.1864,5,2.0,2.0,3.0,1006.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,13,31,220,34,0,0,4.76,4.88,4.88,4.88,4.88,4.74,4.71,6,4,2,0,0.34
413,5191149,20230329041210,25026925,100,1,3,19.41888,-99.16587,3,2.0,2.0,2.0,1321.0,2,1095,2.0,2.0,1125.0,1125.0,2.0,1125.0,20,22,22,110,47,28,2,4.81,4.87,4.91,4.87,4.89,5.0,4.87,1,1,0,0,0.48
418,6041044,20230329041210,7529413,85,1,1,19.42898,-99.16885,6,5.0,3.0,3.0,14000.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,25,55,85,355,4,4,2,5.0,5.0,4.75,5.0,5.0,4.75,5.0,1,1,0,0,1.4
423,6044877,20230329041210,26804107,100,3,4,19.42364,-99.16445,5,2.0,2.0,3.0,1452.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,21,22,50,325,203,17,0,4.93,4.97,4.92,4.98,4.99,4.9,4.91,3,3,0,0,2.11
