,id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7,1215790.0,20230300000000.0,3149645,0,1.0,1.0,41.84984,3.1265,7,2.0,3.0,5.0,60.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,28,28,56,10,0,0,4.11,4.56,4.78,4.89,5.0,4.56,4.11,1,1,0,0,0.08
9,1222762.0,20230300000000.0,6404885,57,1.0,1.0,42.21904,2.90744,5,2.0,3.0,4.0,65.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,28,58,88,363,8,4,0,4.57,4.75,4.38,4.88,5.0,4.63,4.63,1,1,0,0,0.07
11,48764.0,20230300000000.0,220145,80,1.0,2.0,42.17605,3.03974,8,2.0,4.0,5.0,120.0,7,120,7.0,7.0,90.0,120.0,7.0,110.5,0,0,1,28,34,3,0,4.84,4.88,4.88,4.97,4.97,4.7,4.82,1,1,0,0,0.24
14,1228453.0,20230300000000.0,6623729,91,1.0,1.0,42.24287,3.20562,5,2.0,2.0,4.0,114.0,4,1125,4.0,14.0,1125.0,1125.0,6.3,1125.0,24,50,64,213,28,6,0,4.96,4.89,4.79,5.0,4.96,4.93,4.71,1,1,0,0,0.47
15,93343.0,20230300000000.0,477826,12,4.0,6.0,42.10405,3.14936,7,2.0,3.0,5.0,173.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,26,56,84,84,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,3,3,0,0,0.5232000277238703
18,101580.0,20230300000000.0,532063,100,1.0,1.0,41.70656,2.89015,16,4.0,4.0,12.0,850.0,5,30,2.0,5.0,31.0,1125.0,3.9,428.4,24,50,74,196,22,1,0,4.82,4.82,4.73,5.0,4.95,4.64,4.73,1,1,0,0,0.31
21,106704.0,20230300000000.0,553059,65,5.0,10.0,41.83631,2.937,12,4.0,4.0,12.0,231.0,2,365,2.0,7.0,365.0,365.0,2.8,365.0,23,49,69,314,25,6,0,4.56,4.52,4.6,4.8,4.8,4.4,4.36,5,5,0,0,0.18
22,1234785.0,20230300000000.0,6732502,100,2.0,2.0,41.95188,3.20297,6,2.0,3.0,4.0,335.0,6,28,6.0,6.0,28.0,28.0,6.0,28.0,0,0,0,10,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.1
23,766763.0,20230300000000.0,4043268,64,2.0,2.0,41.96041,3.22659,12,3.0,5.0,12.0,399.0,5,30,5.0,5.0,30.0,30.0,5.0,30.0,19,35,38,217,21,6,0,4.95,5.0,4.4,4.86,4.9,5.0,4.76,2,2,0,0,0.25
25,771850.0,20230300000000.0,4072871,0,1.0,3.0,41.79449,3.05269,6,3.0,3.0,3.0,350.0,30,1000,30.0,30.0,1000.0,1000.0,30.0,1000.0,0,0,0,0,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,1,1,0,0,0.5232000277238703
26,774371.0,20230300000000.0,4085536,98,2.0,2.0,41.84428,3.10006,5,2.0,2.0,4.0,60.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,11,23,134,26,11,0,4.92,4.96,4.65,4.96,5.0,5.0,4.92,2,1,1,0,0.34
29,121962.0,20230300000000.0,553059,65,5.0,10.0,41.84104,2.94811,16,6.0,6.0,11.0,506.0,2,1125,2.0,7.0,1125.0,1125.0,2.7,1125.0,25,47,65,336,26,3,0,4.68,4.64,4.72,4.88,4.8,4.8,4.56,5,5,0,0,0.21
30,784892.0,20230300000000.0,4073860,0,1.0,5.0,42.39611,1.91888,6,3.0,3.0,7.0,100.0,60,60,60.0,60.0,60.0,60.0,60.0,60.0,23,53,83,358,1,0,0,0.0,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,1,1,0,0,0.01
34,122371.0,20230300000000.0,613396,50,1.0,1.0,41.97452,3.1756,6,2.0,3.0,5.0,247.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,9,39,55,159,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,1,1,0,0,0.5232000277238703
37,130159.0,20230300000000.0,632158,100,1.0,4.0,41.6657,2.78242,5,3.0,2.0,3.0,92.0,6,28,6.0,6.0,28.0,28.0,6.0,28.0,28,58,88,311,27,2,0,4.91,5.0,5.0,5.0,5.0,4.84,4.88,1,1,0,0,0.19
39,131374.0,20230300000000.0,646551,100,2.0,3.0,41.82069,2.71764,8,3.0,4.0,5.0,306.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,27,54,75,321,10,3,0,4.4,4.7,4.4,5.0,4.9,4.5,4.4,2,2,0,0,0.1
40,1250062.0,20230300000000.0,6811852,100,1.0,1.0,41.82205,3.06874,8,2.0,4.0,6.0,303.0,2,1125,2.0,7.0,1125.0,1125.0,2.1,1125.0,27,49,78,313,3,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.15
41,154339.0,20230300000000.0,2552,0,2.0,9.0,41.7403,2.81844,6,2.0,3.0,3.0,127.0,5,730,5.0,5.0,730.0,730.0,5.0,730.0,30,60,90,365,4,0,0,5.0,4.67,4.67,4.67,4.33,4.67,4.67,1,1,0,0,0.03
42,809104.0,20230300000000.0,4208003,92,35.0,72.0,42.10369,3.0823,6,2.0,3.0,5.0,146.0,1,365,1.0,7.0,365.0,365.0,5.5,365.0,20,50,51,94,6,1,0,4.6,5.0,4.67,5.0,5.0,4.67,4.67,34,34,0,0,0.05
44,168832.0,20230300000000.0,804674,100,1.0,2.0,42.12516,2.93539,6,3.0,5.0,8.0,50.0,14,31,14.0,14.0,31.0,1125.0,14.0,1022.4,0,0,0,47,15,1,0,4.6,4.73,4.73,4.73,5.0,4.67,4.53,1,1,0,0,0.13
47,179220.0,20230300000000.0,823626,0,8.0,19.0,41.84794,3.10483,6,2.0,3.0,6.0,74.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,0,0,0,16,0,0,4.53,4.53,4.6,4.6,4.73,5.0,4.47,7,7,0,0,0.11
50,1257692.0,20230300000000.0,2389641,100,1.0,1.0,42.04805,3.10867,8,2.0,3.0,4.0,175.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,27,57,87,334,7,0,0,4.0,4.0,4.71,4.14,4.29,4.29,4.0,1,1,0,0,0.06
51,215226.0,20230300000000.0,235146583,71,15.0,22.0,41.7915,3.05638,6,3.0,3.0,5.0,180.0,7,1125,5.0,7.0,30.0,1125.0,7.0,1114.9,18,37,37,219,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,14,14,0,0,0.02
54,820615.0,20230300000000.0,4208003,92,35.0,72.0,42.10907,3.14432,8,2.0,4.0,6.0,193.0,1,365,1.0,7.0,365.0,365.0,5.5,365.0,26,56,79,141,11,4,0,4.55,4.73,4.55,4.55,4.64,4.45,4.27,34,34,0,0,0.1
58,1264094.0,20230300000000.0,6882034,52,6.0,9.0,41.957,3.03632,12,3.0,8.0,8.0,42.0,1,1125,1.0,3.0,1125.0,1125.0,1.3,1125.0,26,54,83,353,120,7,0,4.43,4.63,4.73,4.64,4.64,4.21,4.45,6,1,5,0,1.01
59,262941.0,20230300000000.0,1379849,100,1.0,3.0,41.91841,3.21439,12,4.0,6.0,9.0,500.0,7,500,7.0,7.0,1125.0,1125.0,7.0,1125.0,28,58,82,212,42,1,0,4.8,4.77,4.67,4.95,4.88,4.78,4.4,1,1,0,0,0.35
60,1266293.0,20230300000000.0,1406248,0,1.0,2.0,41.86285,2.66008,5,2.0,3.0,5.0,150.0,14,60,14.0,14.0,60.0,60.0,14.0,60.0,30,60,90,351,11,0,0,4.73,4.91,4.55,4.82,5.0,4.91,4.82,1,1,0,0,0.09
61,845209.0,20230300000000.0,4412627,97,2.0,2.0,42.1146,2.7567,8,2.0,4.0,8.0,150.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,41,41,231,35,9,0,4.67,4.76,4.48,4.88,4.88,4.91,4.42,2,2,0,0,0.28
62,265647.0,20230300000000.0,1393119,95,8.0,8.0,42.37355,2.92054,6,2.0,3.0,5.0,210.0,7,14,2.0,7.0,30.0,30.0,4.7,30.0,16,36,45,263,49,6,1,4.84,4.65,4.88,4.78,4.65,4.63,4.65,8,5,0,0,0.42
63,854021.0,20230300000000.0,4282861,84,1.0,1.0,42.02913,3.07318,7,2.0,3.0,5.0,110.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,41,63,275,157,22,1,4.85,4.89,4.96,4.98,4.97,4.81,4.81,1,1,0,0,1.33
64,856837.0,20230300000000.0,4480521,100,2.0,3.0,42.15281,2.24407,10,3.0,5.0,6.0,450.0,2,30,2.0,3.0,30.0,1125.0,2.0,1105.0,1,2,12,136,42,2,0,4.88,4.93,4.95,4.88,4.98,4.88,4.85,2,2,0,0,0.37
65,858015.0,20230300000000.0,1373228,100,9.0,9.0,42.33747,2.45288,9,2.0,3.0,7.0,256.0,2,28,2.0,5.0,28.0,28.0,3.0,28.0,25,55,85,357,28,3,0,4.54,4.54,4.54,4.68,4.57,4.75,4.32,9,9,0,0,0.29
66,1269893.0,20230300000000.0,6895785,100,1.0,1.0,42.18014,2.51623,8,3.0,3.0,5.0,220.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,39,50,298,96,19,2,4.98,4.93,5.0,4.98,4.94,4.94,4.92,1,1,0,0,0.82
70,876041.0,20230300000000.0,12346740,97,58.0,69.0,41.85516,3.14231,8,2.0,3.0,8.0,379.0,1,365,1.0,7.0,365.0,365.0,3.5,365.0,28,54,69,185,7,1,0,4.57,4.57,4.57,4.57,4.57,4.71,4.43,53,53,0,0,0.07
73,1275755.0,20230300000000.0,6943798,80,1.0,1.0,42.28784,3.27701,6,2.0,3.0,6.0,172.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,7,20,32,237,274,49,3,4.61,4.67,4.54,4.54,4.75,4.81,4.44,1,1,0,0,2.31
76,879742.0,20230300000000.0,4652235,100,1.0,1.0,41.69495,2.82383,5,2.0,3.0,3.0,100.0,7,360,7.0,7.0,360.0,360.0,7.0,360.0,19,19,19,165,21,2,0,4.5,4.75,4.65,4.6,4.7,4.4,4.55,1,1,0,0,0.18
77,891187.0,20230300000000.0,4734897,100,1.0,1.0,41.99374,3.12347,5,2.0,3.0,4.0,476.0,7,31,7.0,7.0,31.0,31.0,7.0,31.0,20,50,56,201,22,4,0,5.0,4.83,5.0,4.33,5.0,5.0,4.83,1,1,0,0,0.23
78,891269.0,20230300000000.0,4412627,97,2.0,2.0,42.07192,2.78614,16,7.0,7.0,21.0,536.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,49,75,333,42,7,0,4.79,4.67,4.77,4.85,4.9,4.92,4.54,2,2,0,0,0.35
79,296563.0,20230300000000.0,823626,0,8.0,19.0,41.84711,3.10563,8,2.0,3.0,6.0,74.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,0,0,0,2,0,0,4.0,4.5,4.5,3.0,4.0,4.0,4.0,7,7,0,0,0.02
81,899668.0,20230300000000.0,553059,65,5.0,10.0,41.84193,2.95137,8,3.0,3.0,5.0,200.0,2,60,2.0,7.0,60.0,60.0,2.9,60.0,25,47,65,326,15,4,0,4.5,4.36,4.57,4.64,4.71,4.86,4.43,5,5,0,0,0.16
84,323402.0,20230300000000.0,1554685,83,1.0,1.0,41.71255,2.85571,16,6.0,9.0,17.0,700.0,2,21,2.0,7.0,21.0,21.0,3.0,21.0,15,37,61,310,8,5,0,4.13,4.38,3.75,4.88,4.5,4.88,4.38,1,1,0,0,0.19
85,1302826.0,20230300000000.0,7083248,97,3.0,4.0,41.98561,2.82711,6,2.0,2.0,5.0,98.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,3,7,16,247,418,98,5,4.66,4.76,4.46,4.8,4.88,4.91,4.66,3,3,0,0,3.57
88,912211.0,20230300000000.0,4894695,0,1.0,1.0,41.80946,2.99019,7,2.0,3.0,7.0,200.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,13,13,13,180,3,0,0,4.0,3.67,4.67,4.67,4.67,4.33,4.0,1,1,0,0,0.03
92,1305002.0,20230300000000.0,6691762,92,3.0,3.0,41.83616,3.09261,4,2.0,1.0,3.0,85.0,2,1122,2.0,2.0,1122.0,1122.0,2.0,1122.0,26,54,68,304,85,6,0,4.64,4.72,4.66,4.81,4.86,4.93,4.65,3,3,0,0,0.73
93,1307043.0,20230300000000.0,7105791,76,1.0,2.0,41.95851,2.76433,16,6.0,6.0,15.0,850.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,44,52,86,37,6,0,4.94,4.94,5.0,4.94,4.94,4.74,4.94,1,1,0,0,0.32
94,359056.0,20230300000000.0,1817196,45,4.0,4.0,42.07944,3.11781,8,2.0,3.0,5.0,196.0,3,15,3.0,6.0,10.0,15.0,3.1,14.8,19,40,64,285,11,2,0,4.7,3.9,4.4,4.8,4.8,4.7,4.5,4,3,1,0,0.09
95,927257.0,20230300000000.0,4989432,77,2.0,2.0,42.21289,2.68552,15,2.0,5.0,8.0,410.0,2,1125,2.0,7.0,1125.0,1125.0,2.8,1125.0,17,34,52,259,18,4,0,5.0,4.83,4.94,5.0,4.94,4.89,4.89,1,1,0,0,0.15
96,378198.0,20230300000000.0,1298586,91,127.0,133.0,41.71809,2.92824,9,2.0,4.0,6.0,132.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,33,4,0,4.73,4.85,4.45,4.88,4.85,4.79,4.42,109,106,0,0,0.27
97,929857.0,20230300000000.0,5007417,27,4.0,4.0,42.05805,3.19907,12,3.0,5.0,10.0,215.0,2,120,2.0,2.0,120.0,120.0,2.0,120.0,21,51,81,338,29,7,0,4.71,4.82,4.5,4.89,4.75,4.82,4.61,4,4,0,0,0.28
103,934350.0,20230300000000.0,4673797,0,1.0,1.0,41.84131,3.09432,6,2.0,3.0,5.0,250.0,10,91,10.0,10.0,91.0,91.0,10.0,91.0,0,0,0,216,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05
104,1328464.0,20230300000000.0,6672023,20,1.0,1.0,41.97593,3.20079,6,2.0,3.0,5.0,250.0,7,1125,7.0,7.0,14.0,1125.0,7.0,785.3,29,59,89,336,15,1,0,4.6,4.8,4.13,4.5,4.57,4.86,4.43,1,1,0,0,0.16
107,934823.0,20230300000000.0,5043625,25,2.0,3.0,41.71743,2.86843,6,4.0,4.0,4.0,300.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,28,58,88,290,27,2,0,4.84,4.76,4.88,4.64,4.72,4.76,4.72,1,1,0,0,0.25
108,939378.0,20230300000000.0,5074486,93,3.0,3.0,42.24624,3.1975,6,2.0,3.0,5.0,125.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,7,17,17,107,14,7,0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,2,2,0,0,0.17
110,941444.0,20230300000000.0,5007417,27,4.0,4.0,41.9469,3.07334,16,8.0,8.0,12.0,413.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,52,74,283,13,1,0,4.31,4.15,4.15,4.31,4.08,4.46,4.15,4,4,0,0,0.12
111,1329359.0,20230300000000.0,7212885,100,1.0,5.0,41.961021,3.229251,6,2.0,3.0,6.0,350.0,3,20,3.0,7.0,20.0,20.0,4.2,20.0,0,26,50,139,20,2,0,5.0,5.0,5.0,4.95,5.0,5.0,4.95,1,1,0,0,0.24
113,1330145.0,20230300000000.0,7216312,100,1.0,2.0,41.88572,3.18055,6,2.0,3.0,5.0,140.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,19,37,51,157,100,11,0,4.78,4.86,4.68,4.85,4.95,4.93,4.64,1,1,0,0,0.92
115,419252.0,20230300000000.0,1030877,97,3.0,5.0,41.95508,3.01053,10,4.0,4.0,7.0,189.0,4,270,3.0,7.0,105.0,270.0,4.5,239.8,15,43,63,330,56,8,0,4.69,4.75,4.61,4.73,4.71,4.82,4.7,3,3,0,0,0.43
117,1334079.0,20230300000000.0,5589783,99,28.0,64.0,41.857,3.14074,7,3.0,4.0,6.0,380.0,4,365,4.0,4.0,365.0,365.0,4.0,365.0,0,0,0,212,1,0,0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,28,28,0,0,0.05
120,1338690.0,20230300000000.0,7108876,50,2.0,2.0,41.98597,2.82628,4,2.0,3.0,4.0,220.0,28,1125,28.0,28.0,1125.0,1125.0,28.0,1125.0,13,13,26,301,3,0,0,4.33,4.67,4.67,5.0,4.67,4.67,4.33,2,2,0,0,0.03
122,943486.0,20230300000000.0,5001425,50,2.0,3.0,42.27014,3.26768,14,5.0,6.0,12.0,550.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,0,0,0,0,33,1,0,4.31,4.58,4.41,4.71,4.65,4.77,4.23,2,2,0,0,0.28
123,438243.0,20230300000000.0,2176453,82,1.0,3.0,42.38516235,2.745105028,10,2.0,4.0,8.0,343.0,3,30,1.0,7.0,365.0,365.0,2.5,365.0,21,51,78,248,14,7,0,5.0,4.86,5.0,4.86,4.93,4.93,4.93,1,1,0,0,0.17
127,1355202.0,20230300000000.0,6882034,52,6.0,9.0,41.95631,3.03777,1,3.0,1.0,1.0,30.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,25,55,85,358,91,7,0,4.41,4.52,4.76,4.63,4.68,4.29,4.48,6,1,5,0,0.77
129,952410.0,20230300000000.0,510257,43,1.0,2.0,42.12201,2.93607,10,4.0,5.0,10.0,235.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,28,58,81,333,10,2,0,4.5,4.3,4.4,4.8,5.0,4.5,4.3,1,1,0,0,0.11
130,443464.0,20230300000000.0,1835625,100,2.0,2.0,42.21376,2.60929,12,3.0,4.0,15.0,157.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,26,55,85,350,58,9,0,4.3,4.46,4.19,4.74,4.58,4.56,4.37,2,2,0,0,0.86
131,955814.0,20230300000000.0,4603241,98,2.0,4.0,42.42072,1.8804,7,2.0,4.0,6.0,165.0,2,1125,2.0,4.0,1125.0,1125.0,2.2,1125.0,19,48,71,200,75,8,2,4.76,4.81,4.64,4.95,4.91,4.86,4.74,1,1,0,0,0.61
133,1359410.0,20230300000000.0,6882034,52,6.0,9.0,41.95617,3.03705,12,3.0,8.0,8.0,42.0,1,1125,1.0,2.0,1125.0,1125.0,1.2,1125.0,24,51,74,336,99,9,0,4.35,4.48,4.66,4.69,4.7,4.18,4.44,6,1,5,0,0.84
134,1362315.0,20230300000000.0,6159557,100,2.0,3.0,41.89563,3.1921,6,2.0,3.0,3.0,199.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,10,29,40,8,0,4.63,4.55,4.53,4.82,4.92,4.61,4.53,2,2,0,0,0.37
138,1383009.0,20230300000000.0,823626,0,8.0,19.0,41.84808,3.10555,6,2.0,3.0,6.0,74.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,0,0,0,0,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,7,7,0,0,0.5232000277238703
139,965090.0,20230300000000.0,5261900,81,6.0,7.0,42.28995,3.278,8,3.0,4.0,6.0,480.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,29,48,70,295,11,1,0,4.82,4.64,4.82,4.91,4.64,4.91,4.27,5,5,0,0,0.09
141,965317.0,20230300000000.0,3050870,85,2.0,5.0,41.95584,3.20999,7,2.0,3.0,7.0,178.0,6,60,5.0,6.0,30.0,60.0,5.8,53.5,28,39,50,157,46,9,0,4.74,4.87,4.2,4.78,4.76,5.0,4.59,2,2,0,0,0.43
145,965621.0,20230300000000.0,4208003,92,35.0,72.0,42.12486,3.12689,6,2.0,3.0,5.0,148.0,1,365,1.0,7.0,365.0,365.0,5.4,365.0,14,34,55,125,3,1,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,34,34,0,0,0.02
146,966925.0,20230300000000.0,4208003,92,35.0,72.0,42.10941,3.1707,6,2.0,3.0,4.0,191.0,1,365,1.0,7.0,365.0,365.0,5.5,365.0,12,28,52,107,26,4,0,4.8,4.85,4.88,4.92,4.92,4.85,4.5,34,34,0,0,0.22
149,478912.0,20230300000000.0,2372082,50,1.0,1.0,42.2869,3.29015,8,3.0,4.0,8.0,400.0,7,60,7.0,7.0,60.0,60.0,7.0,60.0,30,60,90,336,36,3,0,4.97,4.89,4.97,4.97,4.97,4.92,4.78,1,1,0,0,0.28
150,1414868.0,20230300000000.0,7083248,97,3.0,4.0,41.98673,2.82843,6,2.0,3.0,5.0,96.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,9,23,45,311,476,88,4,4.59,4.7,4.39,4.78,4.86,4.91,4.59,3,3,0,0,4.12
152,479972.0,20230300000000.0,1298586,91,127.0,133.0,41.71809,2.92824,15,4.0,5.0,10.0,321.0,2,1125,2.0,10.0,1125.0,1125.0,3.4,1125.0,29,59,86,217,15,1,0,4.36,4.27,4.4,4.8,4.53,4.67,4.4,109,106,0,0,0.11
153,984995.0,20230300000000.0,5399385,92,4.0,4.0,42.24354,2.58316,16,4.0,4.0,9.0,350.0,2,30,2.0,3.0,30.0,30.0,2.0,30.0,20,50,80,80,6,0,0,5.0,5.0,4.83,4.83,5.0,5.0,4.67,4,3,1,0,0.05
155,1432288.0,20230300000000.0,7696502,64,3.0,3.0,42.12265,2.93454,9,3.0,3.0,7.0,320.0,2,90,2.0,7.0,90.0,90.0,2.1,90.0,14,34,59,275,6,2,0,4.67,4.83,4.83,4.67,4.67,4.83,4.83,3,2,1,0,0.09
156,484066.0,20230300000000.0,1298586,91,127.0,133.0,41.71765,2.92868,6,2.0,3.0,6.0,194.0,2,1125,2.0,10.0,1125.0,1125.0,3.8,1125.0,15,29,51,210,60,7,1,4.6,4.75,4.7,4.78,4.82,4.86,4.54,109,106,0,0,0.51
159,506095.0,20230300000000.0,2494825,36,1.0,6.0,41.8428,3.09653,5,2.0,2.0,4.0,111.0,3,90,3.0,4.0,90.0,90.0,3.0,90.0,29,59,89,231,7,3,0,4.86,4.86,4.86,4.86,4.86,4.71,4.71,1,1,0,0,0.05
161,1436495.0,20230300000000.0,7717608,90,1.0,1.0,41.87816,2.50805,9,2.0,5.0,7.0,154.0,2,365,2.0,7.0,365.0,365.0,3.3,365.0,17,47,74,301,65,10,0,4.88,4.89,4.91,4.89,4.92,4.78,4.83,1,1,0,0,0.55
162,1436811.0,20230300000000.0,7718938,100,1.0,2.0,42.23775,2.70862,9,2.0,4.0,9.0,250.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,20,42,69,326,24,4,0,4.87,4.78,4.83,5.0,4.96,4.91,4.83,1,1,0,0,0.26
164,1452110.0,20230300000000.0,2345844,100,1.0,2.0,42.36026,2.92218,14,5.0,7.0,5.0,440.0,7,1125,2.0,7.0,30.0,30.0,4.7,30.0,23,37,37,219,7,1,0,4.75,4.5,4.75,4.75,4.5,5.0,4.75,1,1,0,0,0.07
169,520236.0,20230300000000.0,1835600,55,1.0,1.0,41.70244,2.84823,6,3.0,2.0,2.0,57.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,33,35,230,72,12,0,4.89,4.94,4.89,4.84,4.94,4.86,4.86,1,1,0,0,0.55
170,1475818.0,20230300000000.0,7898591,25,2.0,3.0,42.12115,2.9619,7,2.0,3.0,4.0,106.0,38,1125,38.0,38.0,1125.0,1125.0,38.0,1125.0,29,59,89,364,5,0,0,4.4,4.6,4.0,4.4,4.6,4.4,4.0,1,1,0,0,0.04
171,1015826.0,20230300000000.0,5589783,99,28.0,64.0,41.84707,3.13374,9,3.0,4.0,6.0,227.0,4,1125,4.0,14.0,1125.0,1125.0,5.3,1125.0,0,0,27,77,9,0,0,4.43,4.57,4.43,4.57,4.86,4.86,4.43,28,28,0,0,0.08
172,520607.0,20230300000000.0,2561441,92,3.0,3.0,41.98658,2.82757,6,3.0,3.0,3.973724568040078,350.0,5,60,2.0,5.0,60.0,60.0,4.9,60.0,8,13,16,209,19,4,1,4.95,5.0,5.0,5.0,5.0,4.94,4.78,3,3,0,0,0.19
175,1476173.0,20230300000000.0,6882034,52,6.0,9.0,41.95649,3.03822,12,3.0,8.0,8.0,42.0,1,1125,1.0,3.0,1125.0,1125.0,1.4,1125.0,23,51,80,351,75,4,1,4.35,4.54,4.66,4.51,4.63,4.18,4.37,6,1,5,0,0.64
180,1044402.0,20230300000000.0,5261900,81,6.0,7.0,42.2892,3.27676,8,2.0,4.0,7.0,300.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,28,52,82,323,22,3,0,4.91,4.68,4.77,4.95,4.91,4.91,4.32,5,5,0,0,0.19
182,1485020.0,20230300000000.0,7944355,100,4.0,4.0,41.97826,2.98029,7,2.0,3.0,5.0,301.0,2,365,2.0,7.0,30.0,30.0,2.9,30.0,17,34,52,239,13,3,0,4.67,4.25,4.17,4.5,4.67,4.67,4.58,4,4,0,0,0.12
183,1490260.0,20230300000000.0,6937790,67,6.0,6.0,42.06426,2.84477,15,6.0,7.0,14.0,1500.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,6,1,5,0,0.5232000277238703
186,528549.0,20230300000000.0,2596935,71,2.0,2.0,42.27857,3.2768,15,4.0,6.0,10.0,387.0,4,30,4.0,4.0,30.0,30.0,4.0,30.0,0,16,32,229,22,3,0,4.95,4.86,4.59,4.86,4.95,4.95,4.62,1,1,0,0,0.19
187,1055412.0,20230300000000.0,5812462,100,1.0,2.0,41.93103,3.12969,7,2.0,4.0,5.0,350.0,5,200,5.0,5.0,200.0,200.0,5.0,200.0,28,58,88,309,32,2,0,4.69,4.55,4.1,4.9,4.86,4.79,4.41,1,1,0,0,0.27
188,1492349.0,20230300000000.0,6992168,97,10.0,15.0,41.85112,3.13948,8,2.0,3.0,7.0,257.0,3,1125,3.0,7.0,1125.0,1125.0,4.0,1125.0,30,60,90,325,19,10,0,4.58,4.37,4.53,4.63,4.53,4.79,4.21,1,1,0,0,0.18
190,1492642.0,20230300000000.0,7978570,100,1.0,3.0,42.11023,3.15724,5,2.0,3.0,5.0,113.0,2,180,2.0,5.0,1125.0,1125.0,3.3,1125.0,24,54,84,227,19,1,0,4.63,4.79,4.79,5.0,4.84,4.68,4.47,1,1,0,0,0.34
191,1492778.0,20230300000000.0,7946067,100,1.0,3.0,42.3352,3.20453,5,2.0,2.0,4.0,144.0,4,15,2.0,7.0,1125.0,1125.0,4.0,1125.0,0,0,24,154,112,6,0,4.66,4.73,4.4,4.74,4.76,4.86,4.56,1,1,0,0,0.96
