,id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3580,18426398.0,20230300000000.0,100195385,38,18.0,22.0,42.24048,2.69581,8,2.0,3.0,7.0,213.0,2,1125,2.0,7.0,30.0,1125.0,3.0,937.1,24,51,79,336,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,18,18,0,0,0.5232000277238703
3581,18426677.0,20230300000000.0,100195385,38,18.0,22.0,42.2392,2.69714,6,2.0,3.0,5.0,188.0,2,1125,2.0,7.0,30.0,1125.0,3.0,927.0,24,51,79,336,1,0,0,0.0,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,18,18,0,0,0.01
3582,18075742.0,20230300000000.0,42872806,93,1.0,1.0,41.79212,3.04271,6,2.0,3.0,5.0,75.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,16,46,63,77,66,12,0,4.24,4.42,4.35,4.82,4.74,4.65,4.14,1,1,0,0,0.96
3583,18081409.0,20230300000000.0,124511570,100,1.0,2.0,41.73703,2.94851,10,3.0,5.0,7.0,301.0,7,21,7.0,7.0,1125.0,1125.0,7.0,1125.0,30,60,90,335,22,3,0,4.77,4.77,4.68,4.45,4.73,4.59,4.64,1,1,0,0,0.31
3590,18086264.0,20230300000000.0,124546235,0,1.0,1.0,42.24977,3.18344,6,2.0,3.0,3.0,250.0,10,28,10.0,10.0,28.0,28.0,10.0,28.0,23,53,83,358,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,1,1,0,0,0.5232000277238703
3599,18102145.0,20230300000000.0,124688003,0,1.0,1.0,41.878,3.12694,5,3.0,3.0,3.0,450.0,15,1125,15.0,15.0,1125.0,1125.0,15.0,1125.0,0,0,0,49,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,1,1,0,0,0.5232000277238703
3600,18441456.0,20230300000000.0,127832923,46,1.0,1.0,41.9463,3.21492,12,5.0,6.0,9.0,417.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,17,47,74,294,11,2,0,4.6,4.3,4.4,4.5,4.4,4.7,4.3,1,1,0,0,0.16
3601,18441717.0,20230300000000.0,59354888,0,1.0,1.0,42.24943,3.13067,8,2.0,4.0,4.0,400.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,27,57,87,362,13,0,0,4.22,4.33,3.78,4.78,4.11,4.89,4.44,1,1,0,0,0.18
3603,18446983.0,20230300000000.0,23347498,57,8.0,33.0,41.69696,2.83684,9,4.0,6.0,6.0,539.0,6,1123,6.0,6.0,1123.0,1123.0,6.0,1123.0,30,60,90,183,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,8,7,1,0,0.5232000277238703
3604,18451765.0,20230300000000.0,66069206,100,1.0,1.0,41.839119,2.99888,10,3.0,4.0,10.0,513.0,7,30,7.0,7.0,30.0,30.0,7.0,30.0,0,0,11,81,30,4,0,4.76,4.83,4.86,4.83,4.76,4.72,4.66,1,1,0,0,0.42
3605,18373009.0,20230300000000.0,127035418,59,2.0,5.0,41.86087,3.14603,12,2.0,4.0,10.0,254.0,7,60,4.0,7.0,60.0,60.0,7.0,60.0,24,53,67,147,4,1,0,4.75,5.0,4.0,5.0,5.0,5.0,4.5,1,1,0,0,0.07
3607,18104935.0,20230300000000.0,124706627,100,1.0,1.0,41.84424,3.13236,5,2.0,3.0,4.0,88.0,2,29,2.0,7.0,1125.0,1125.0,3.2,1125.0,27,54,84,352,145,25,2,4.84,4.88,4.8,4.88,4.92,4.86,4.83,1,1,0,0,2.0
3608,18380424.0,20230300000000.0,127300118,86,77.0,79.0,41.78119,3.03977,7,2.0,4.0,5.0,999.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2,0,0,5.0,5.0,5.0,4.0,5.0,4.5,4.5,74,73,1,0,0.04
3612,18107689.0,20230300000000.0,124730495,100,1.0,1.0,42.36977,2.92359,8,3.0,6.0,9.0,271.0,4,15,4.0,7.0,1125.0,1125.0,4.5,1125.0,29,58,83,358,14,1,0,4.79,4.71,4.79,4.79,4.86,4.64,4.71,1,1,0,0,0.2
3619,18380433.0,20230300000000.0,127300118,86,77.0,79.0,41.77941,3.02927,5,2.0,3.0,4.0,109.0,1,1125,1.0,7.0,1125.0,1125.0,5.5,1125.0,0,0,10,54,3,1,0,4.33,4.67,5.0,4.33,4.0,4.67,4.0,74,73,1,0,0.04
3625,18386582.0,20230300000000.0,11724528,95,6.0,27.0,42.41435,1.91897,8,3.0,3.0,4.0,268.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,46,76,311,57,17,1,4.54,4.51,4.61,4.61,4.74,4.54,4.4,2,2,0,0,0.83
3626,18123735.0,20230300000000.0,23347498,57,8.0,33.0,41.6807,2.80802,12,3.0,4.0,5.0,538.0,5,1124,5.0,6.0,1124.0,1124.0,5.1,1124.0,30,60,76,294,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,7,1,0,0.05
3632,18387677.0,20230300000000.0,127358633,0,1.0,1.0,42.31627,3.13116,9,2.0,4.0,6.0,250.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,1,28,53,268,2,0,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,1,1,0,0,0.04
3638,18457852.0,20230300000000.0,33902031,87,29.0,47.0,41.99114,3.18932,6,2.0,3.0,4.0,197.0,3,1125,3.0,5.0,30.0,1125.0,3.5,846.9,28,51,81,157,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29,29,0,0,0.05
3640,18399624.0,20230300000000.0,127475331,29,1.0,1.0,42.10481,3.13652,6,2.0,3.0,3.0,100.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,23,53,70,274,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03
3645,18137111.0,20230300000000.0,115042655,63,1.0,1.0,42.24967,3.07205,4,2.0,2.0,2.0,120.0,6,30,6.0,7.0,30.0,30.0,6.3,30.0,19,45,57,304,21,5,0,4.62,4.67,4.71,4.81,4.95,4.52,4.57,1,1,0,0,0.31
3646,18466836.0,20230300000000.0,117751526,99,79.0,102.0,42.10668,3.14839,6,2.0,3.0,4.0,101.0,1,1125,1.0,14.0,1125.0,1125.0,4.1,1125.0,2,4,9,110,23,7,0,4.17,4.35,4.17,4.65,4.7,4.57,4.04,78,77,0,1,0.48
3647,18466839.0,20230300000000.0,117751526,99,79.0,102.0,42.10718,3.14822,7,2.0,3.0,4.0,80.0,1,1125,1.0,14.0,1125.0,1125.0,3.5,1125.0,0,12,30,53,4,1,0,3.25,3.5,3.0,4.0,4.5,4.5,3.0,78,77,0,1,0.16
3648,18466845.0,20230300000000.0,117751526,99,79.0,102.0,42.11115,3.15677,6,2.0,3.0,5.0,117.0,1,1125,1.0,7.0,1125.0,1125.0,3.0,1125.0,10,30,42,70,14,8,0,4.36,4.57,4.36,4.64,4.93,4.86,4.36,78,77,0,1,0.23
3651,18404978.0,20230300000000.0,74256581,96,2.0,2.0,42.25405,3.18835,10,4.0,5.0,8.0,850.0,7,14,7.0,7.0,14.0,14.0,7.0,14.0,0,0,13,73,6,3,0,4.83,4.67,5.0,5.0,5.0,5.0,4.33,2,2,0,0,0.09
3652,18466915.0,20230300000000.0,117751526,99,79.0,102.0,42.11121,3.15717,10,2.0,5.0,8.0,195.0,1,1125,1.0,7.0,1125.0,1125.0,3.7,1125.0,0,0,0,14,4,0,0,4.0,4.25,4.75,4.5,4.0,4.5,4.5,78,77,0,1,0.07
3656,18466929.0,20230300000000.0,117751526,99,79.0,102.0,42.10588,3.1371,6,2.0,3.0,5.0,94.0,1,1125,1.0,14.0,1125.0,1125.0,3.6,1125.0,0,11,41,107,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,77,0,1,0.05
3667,18156896.0,20230300000000.0,342130357,85,1.0,1.0,42.42109,1.86426,10,2.0,5.0,10.0,300.0,2,1125,2.0,6.0,1125.0,1125.0,2.6,1125.0,29,59,89,244,41,9,0,4.49,4.66,4.54,4.71,4.71,4.78,4.27,1,1,0,0,0.57
3671,18466938.0,20230300000000.0,117751526,99,79.0,102.0,42.11001,3.17194,7,2.0,3.0,5.0,246.0,1,1125,1.0,14.0,1125.0,1125.0,3.7,1125.0,0,0,0,21,6,3,0,4.5,4.67,4.33,3.5,4.33,5.0,4.33,78,77,0,1,0.18
3673,18466939.0,20230300000000.0,117751526,99,79.0,102.0,42.1123,3.15634,9,2.0,4.0,8.0,249.0,1,1125,1.0,14.0,1125.0,1125.0,4.2,1125.0,0,0,0,29,9,1,0,3.67,3.67,3.22,4.11,4.44,4.56,3.67,78,77,0,1,0.21
3674,18167887.0,20230300000000.0,71816652,91,7.0,7.0,42.25519,3.10717,6,2.0,2.0,4.0,56.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,23,33,213,80,15,0,4.77,4.89,4.49,4.94,4.95,4.78,4.73,6,6,0,0,1.11
3677,18466940.0,20230300000000.0,117751526,99,79.0,102.0,42.11102,3.13041,6,2.0,3.0,3.0,80.0,1,1125,1.0,7.0,1125.0,1125.0,2.6,1125.0,0,21,51,80,3,0,0,4.33,4.67,3.67,4.0,5.0,4.33,4.0,78,77,0,1,0.09
3685,18467346.0,20230300000000.0,128072237,60,1.0,1.0,42.28583,3.28438,16,6.0,10.0,14.0,1700.0,5,1125,5.0,6.0,1125.0,1125.0,5.3,1125.0,23,53,83,323,8,4,0,5.0,5.0,4.63,5.0,5.0,5.0,4.75,1,1,0,0,0.17
3691,18534597.0,20230300000000.0,128662740,80,51.0,109.0,41.86026,3.14666,5,2.0,2.0,4.0,106.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,4,34,64,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,50,50,0,0,0.03
3692,18471893.0,20230300000000.0,112535113,86,1.0,1.0,41.78544,3.02889,6,3.0,3.0,7.0,311.0,2,21,2.0,4.0,21.0,21.0,2.1,21.0,17,37,56,266,39,21,0,5.0,4.97,4.97,5.0,4.97,4.74,4.9,1,1,0,0,1.17
3695,18410319.0,20230300000000.0,14939844,98,1.0,1.0,42.42732,1.929,6,2.0,3.0,5.0,101.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,23,268,91,31,3,4.67,4.7,4.57,4.69,4.82,4.67,4.52,1,1,0,0,1.3
3701,18418964.0,20230300000000.0,35208996,71,29.0,42.0,41.69587,2.82703,5,2.0,2.0,3.0,150.0,2,500,2.0,7.0,500.0,500.0,3.1,500.0,13,34,44,260,36,9,2,4.75,4.58,4.69,4.75,4.75,4.67,4.61,29,29,0,0,0.51
3702,18534607.0,20230300000000.0,128662740,80,51.0,109.0,41.85876,3.14794,6,2.0,2.0,5.0,86.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,0,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,50,50,0,0,0.5232000277238703
3705,18534609.0,20230300000000.0,128662740,80,51.0,109.0,41.86039,3.14901,8,2.0,2.0,6.0,132.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,30,60,84,226,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,50,50,0,0,0.02
3706,18534610.0,20230300000000.0,128662740,80,51.0,109.0,41.86191,3.14462,8,2.0,4.0,6.0,200.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,27,77,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,50,50,0,0,0.5232000277238703
3712,18487525.0,20230300000000.0,101274294,100,12.0,12.0,42.19463,2.75278,12,2.0,4.0,8.0,136.0,2,1125,1.0,7.0,549.0,549.0,2.4,549.0,8,27,53,220,146,31,3,4.63,4.64,4.56,4.85,4.83,4.79,4.53,12,4,8,0,2.06
3720,18493312.0,20230300000000.0,116201807,100,38.0,69.0,41.71446,2.84939,11,3.0,4.0,7.0,400.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,6,0,0,4.0,4.0,4.0,5.0,4.2,4.8,4.4,36,36,0,0,0.1
3723,18534651.0,20230300000000.0,128662740,80,51.0,109.0,41.86073,3.1454,6,2.0,2.0,4.0,86.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,9,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,50,50,0,0,0.13
3724,18534656.0,20230300000000.0,128662740,80,51.0,109.0,41.85956,3.14645,8,2.0,4.0,7.0,172.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,9,32,54,125,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,50,50,0,0,0.5232000277238703
3725,18669749.0,20230300000000.0,112499191,57,4.0,5.0,41.69597,2.83698,5,2.0,3.0,4.0,490.0,7,70,7.0,7.0,70.0,70.0,7.0,70.0,29,59,77,289,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,4,4,0,0,0.5232000277238703
3726,18535282.0,20230300000000.0,127955218,99,79.0,142.0,41.85478,2.98591,9,3.0,5.0,7.0,180.0,1,1125,1.0,4.0,1125.0,1125.0,3.3,1125.0,0,0,23,87,6,1,0,4.67,4.67,4.5,4.83,5.0,5.0,4.67,79,79,0,0,0.09
3731,18499980.0,20230300000000.0,128380878,50,1.0,1.0,41.805283,3.059968,6,2.0,3.0,4.0,114.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,3,10,2,0,4.9,4.8,4.9,4.8,4.9,4.9,4.6,1,1,0,0,0.15
3732,18536360.0,20230300000000.0,113497406,95,95.0,156.0,41.95923,3.20847,6,2.0,3.0,4.0,146.0,1,1125,1.0,7.0,3.0,1125.0,1.4,987.4,0,18,42,280,3,0,0,3.67,4.67,3.0,3.0,4.0,5.0,4.33,67,67,0,0,0.05
3733,18536361.0,20230300000000.0,113497406,95,95.0,156.0,41.95942,3.20862,6,2.0,3.0,3.0,171.0,1,1125,1.0,7.0,5.0,1125.0,1.2,1086.6,0,12,15,189,5,0,0,4.0,4.4,4.4,4.6,4.8,5.0,3.8,67,67,0,0,0.23
3734,18536362.0,20230300000000.0,113497406,95,95.0,156.0,41.96046,3.20891,6,2.0,3.0,3.0,145.0,1,1125,1.0,7.0,5.0,1125.0,1.4,1015.1,0,1,16,192,4,0,0,3.5,3.0,3.0,2.75,3.25,3.5,3.0,67,67,0,0,0.07
3735,18536363.0,20230300000000.0,113497406,95,95.0,156.0,41.95906,3.2082,6,2.0,3.0,5.0,128.0,1,1125,1.0,13.0,5.0,1125.0,1.7,961.5,0,16,26,209,4,1,0,3.75,4.5,4.5,3.75,3.5,4.75,3.75,67,67,0,0,0.07
3736,18677887.0,20230300000000.0,129825613,0,6.0,6.0,42.09002,2.77349,8,3.0,3.0,5.0,220.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,85,2,0,0,4.5,5.0,4.5,4.5,4.5,4.5,4.5,6,6,0,0,0.06
3737,18536364.0,20230300000000.0,113497406,95,95.0,156.0,41.95904,3.2076,6,2.0,3.0,4.0,153.0,1,1125,1.0,7.0,5.0,1125.0,1.6,987.4,0,0,25,207,6,0,0,4.17,4.17,4.17,3.0,4.5,4.67,4.17,67,67,0,0,0.27
3742,18679954.0,20230300000000.0,129828094,100,1.0,1.0,41.89185,3.17723,7,2.0,4.0,5.0,250.0,10,40,10.0,10.0,40.0,40.0,10.0,40.0,0,0,0,32,7,0,0,4.86,4.86,4.86,5.0,4.86,4.71,4.43,1,1,0,0,0.1
3743,18513652.0,20230300000000.0,73569039,100,2.0,2.0,41.92746,3.19136,10,6.0,5.0,10.0,365.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,2,30,4,0,4.57,4.73,4.37,4.7,4.9,4.93,4.4,1,1,0,0,0.43
3746,18536383.0,20230300000000.0,113497406,95,95.0,156.0,41.87227,3.07673,10,2.0,6.0,8.0,149.0,1,1125,1.0,13.0,7.0,1125.0,2.6,995.6,0,18,48,148,1,0,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,67,67,0,0,0.02
3749,18680955.0,20230300000000.0,129825613,0,6.0,6.0,42.07802,2.77669,16,8.0,10.0,16.0,810.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,85,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,6,6,0,0,0.5232000277238703
3750,18682130.0,20230300000000.0,10547296,99,151.0,270.0,41.98244,2.8242,4,2.0,2.0,3.0,125.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,30,0,0,4.28,4.52,4.55,4.41,4.31,4.9,4.38,97,96,1,0,0.43
3756,18536443.0,20230300000000.0,113497406,95,95.0,156.0,42.00065,3.19534,4,2.0,2.0,2.0,191.0,1,1125,1.0,9.0,3.0,1125.0,1.2,1043.7,0,0,7,36,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,67,67,0,0,0.5232000277238703
3758,18697137.0,20230300000000.0,129981878,0,2.0,3.0,42.05656,3.19766,8,2.0,4.0,7.0,160.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,9,0,0,4.56,4.78,4.78,4.56,4.56,4.78,4.67,1,1,0,0,0.13
3764,18536455.0,20230300000000.0,113497406,95,95.0,156.0,41.98877,3.19455,6,2.0,3.0,6.0,132.0,1,1125,1.0,9.0,3.0,1125.0,2.0,1084.1,0,0,0,162,4,1,0,4.25,4.5,4.5,4.25,4.75,4.5,4.5,67,67,0,0,0.07
3774,18536511.0,20230300000000.0,113497406,95,95.0,156.0,42.00728,3.19446,6,2.0,3.0,4.0,145.0,1,1125,1.0,7.0,5.0,1125.0,3.1,997.2,0,16,33,225,2,1,0,4.5,4.5,5.0,5.0,5.0,5.0,4.5,67,67,0,0,0.06
3776,18536512.0,20230300000000.0,113497406,95,95.0,156.0,42.00818,3.19065,6,2.0,3.0,6.0,115.0,1,1125,1.0,7.0,7.0,1125.0,1.1,1107.1,0,18,21,49,1,0,0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,67,67,0,0,0.05
3777,18530535.0,20230300000000.0,28438422,100,7.0,12.0,41.88883,3.18645,7,3.0,4.0,6.0,370.0,4,1125,3.0,7.0,1125.0,1125.0,4.3,1125.0,25,51,76,84,27,4,0,4.81,4.85,4.85,4.81,4.88,5.0,4.69,7,7,0,0,0.38
3780,18533424.0,20230300000000.0,128670184,100,1.0,1.0,41.95433,3.22681,8,4.0,4.0,8.0,290.0,4,28,4.0,4.0,28.0,28.0,4.0,28.0,0,0,18,266,4,1,0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,1,1,0,0,0.07
3781,18712515.0,20230300000000.0,68801453,0,1.0,2.0,41.91393,3.16046,4,2.0,2.0,3.0,150.0,5,14,5.0,5.0,14.0,14.0,5.0,14.0,23,53,83,173,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03
3786,18541144.0,20230300000000.0,117908511,100,120.0,329.0,41.9525,3.22356,10,4.0,5.0,5.0,885.0,1,1125,1.0,7.0,1125.0,1125.0,5.5,1125.0,0,28,36,179,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,114,114,0,0,0.5232000277238703
3790,18717418.0,20230300000000.0,13742443,0,1.0,1.0,42.26751,3.18681,6,2.0,3.0,4.0,260.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,23,53,83,358,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.02
3793,18554992.0,20230300000000.0,4208003,92,35.0,72.0,42.13957,3.11817,6,3.0,3.0,4.0,490.0,7,28,7.0,7.0,28.0,30.0,7.0,28.5,0,0,0,7,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,34,34,0,0,0.05
3794,18719085.0,20230300000000.0,112499191,57,4.0,5.0,41.69614,2.83649,10,4.0,6.0,8.0,550.0,14,60,14.0,14.0,60.0,60.0,14.0,60.0,0,30,60,131,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.02
3796,18534571.0,20230300000000.0,128662740,80,51.0,109.0,41.86094,3.14556,8,2.0,4.0,7.0,221.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,24,1,0,0,0.0,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,50,50,0,0,0.02
3797,18723554.0,20230300000000.0,130210536,93,1.0,1.0,41.95484,3.20352,6,2.0,3.0,5.0,157.0,5,14,5.0,5.0,1125.0,1125.0,5.0,1125.0,16,37,46,277,54,10,0,4.93,4.93,4.8,4.98,4.94,4.91,4.72,1,1,0,0,0.78
3800,18727665.0,20230300000000.0,37456177,96,1.0,8.0,42.23574,2.86489,7,2.0,3.0,6.0,124.0,2,1125,2.0,5.0,1125.0,1125.0,3.2,1125.0,13,36,57,202,24,10,2,4.58,4.63,4.13,4.79,4.58,4.79,4.5,1,1,0,0,0.35
3801,18557735.0,20230300000000.0,128831150,100,1.0,1.0,41.77681,2.70587,8,2.0,3.0,6.0,209.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,21,6,0,5.0,5.0,4.95,5.0,5.0,4.9,4.86,1,1,0,0,0.37
3802,18558146.0,20230300000000.0,29020859,100,35.0,74.0,41.95777,3.20063,6,2.0,3.0,5.0,332.0,1,1125,1.0,7.0,1125.0,1125.0,2.1,1125.0,0,0,0,57,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29,29,0,0,0.24
3803,18730934.0,20230300000000.0,11390577,100,2.0,2.0,41.96615,3.22859,6,2.0,3.0,4.0,193.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,20,34,51,270,60,18,0,4.93,4.97,4.85,4.83,4.95,4.97,4.75,2,2,0,0,0.86
3804,18561602.0,20230300000000.0,1298586,91,127.0,133.0,41.72615,2.92804,7,2.0,3.0,5.0,996.0,2,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,10,3,0,4.8,5.0,4.7,4.7,5.0,4.9,4.9,109,106,0,0,0.15
3805,18563119.0,20230300000000.0,33902031,87,29.0,47.0,41.92526,3.19156,8,3.0,4.0,6.0,306.0,7,1125,7.0,7.0,90.0,1125.0,7.0,1037.0,0,0,28,35,1,0,0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,29,29,0,0,0.02
3807,18534577.0,20230300000000.0,128662740,80,51.0,109.0,41.86019,3.1479,6,2.0,2.0,5.0,85.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,4,28,43,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,50,50,0,0,0.5232000277238703
3809,18534580.0,20230300000000.0,128662740,80,51.0,109.0,41.86026,3.14869,6,2.0,2.0,6.0,85.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,2,28,28,158,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,50,50,0,0,0.5232000277238703
3811,18744073.0,20230300000000.0,84466318,67,1.0,2.0,42.30883,3.14955,4,2.0,2.0,3.0,99.0,4,1125,1.0,4.0,1125.0,1125.0,4.0,1125.0,29,59,85,309,28,6,0,5.0,5.0,5.0,4.89,4.93,4.79,4.86,1,1,0,0,0.41
3813,18566733.0,20230300000000.0,128899205,100,1.0,1.0,41.87907,2.5088,10,3.0,4.0,10.0,84.0,1,1125,1.0,3.0,1125.0,1125.0,1.4,1125.0,9,39,69,323,138,23,1,4.93,4.97,4.93,4.98,4.99,4.92,4.88,1,1,0,0,2.08
3814,18745255.0,20230300000000.0,71816652,91,7.0,7.0,42.25501,3.10734,6,2.0,3.0,5.0,100.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,19,46,179,58,17,0,4.66,4.82,4.39,4.75,4.8,4.68,4.68,6,6,0,0,0.81
3816,18745295.0,20230300000000.0,121104995,97,3.0,3.0,41.89358,3.19563,6,2.0,3.0,5.0,150.0,3,31,3.0,7.0,1125.0,1125.0,4.0,1125.0,17,34,60,213,45,11,0,4.44,4.64,4.44,4.91,4.91,4.96,4.4,2,2,0,0,0.65
3820,18572531.0,20230300000000.0,39998420,100,3.0,4.0,42.05049133,3.10751009,9,2.0,3.0,7.0,230.0,2,1125,1.0,7.0,1125.0,1125.0,2.5,1125.0,27,53,78,245,0,0,0,4.554225810923205,4.644537230340988,4.54728778179794,4.701278268735647,4.713506610995129,4.722809825342705,4.4473187195546275,3,3,0,0,0.5232000277238703
3827,18747104.0,20230300000000.0,10946365,100,1.0,1.0,41.88534,3.11626,6,3.0,3.0,2.0,200.0,6,1124,6.0,6.0,1124.0,1124.0,6.0,1124.0,0,0,0,38,9,1,0,4.89,4.67,4.89,5.0,4.89,5.0,4.67,1,1,0,0,0.13
3828,18534594.0,20230300000000.0,128662740,80,51.0,109.0,41.85403,3.14089,6,2.0,3.0,5.0,95.0,1,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,22,1,1,0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,50,50,0,0,0.13
3831,18753715.0,20230300000000.0,130473497,100,1.0,1.0,41.93953,3.2172,5,2.0,2.0,3.0,144.0,2,1125,2.0,4.0,1125.0,1125.0,2.1,1125.0,8,21,36,233,25,5,0,4.8,4.84,4.64,4.92,4.92,5.0,4.52,1,1,0,0,0.36
3832,18574107.0,20230300000000.0,128960448,100,1.0,2.0,41.82812,2.90198,15,7.0,8.0,20.0,975.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,44,63,296,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05
3835,18759936.0,20230300000000.0,113356954,100,129.0,358.0,42.26294,3.15579,4,2.0,2.0,4.0,153.0,1,1125,1.0,14.0,1125.0,1125.0,5.6,1125.0,0,0,0,0,8,2,0,4.75,4.75,4.63,4.63,4.75,4.88,4.63,118,118,0,0,0.11
3839,18589623.0,20230300000000.0,21668566,100,69.0,72.0,42.36339,3.15396,7,2.0,3.0,5.0,104.0,7,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,3,1,0,4.67,4.67,4.67,5.0,5.0,4.33,5.0,64,64,0,0,0.04
